INFO: Obtaining the 10 best outliers for parser LeisureX (Shanghai) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                            |  Position  |
|-----------------------------------------------------------------------------------------------------------------------------------|------------|
| ('ca_ancora', 'kmr_mg', 'en_pud', 'cs_pdt', 'gl_ctg', 'la_ittb', 'fa_seraji', 'kk_ktb', 'ga_idt', 'ja_modern')                    |     8      |
| ('ko_kaist', 'br_keb', 'kk_ktb', 'gl_treegal', 'ja_modern', 'ca_ancora', 'kmr_mg', 'cs_pdt', 'fi_ftb', 'it_isdt')                 |     8      |
| ('cu_proiel', 'cs_cac', 'th_pud', 'ko_kaist', 'kk_ktb', 'fro_srcmf', 'no_nynorsk', 'ja_modern', 'gl_treegal', 'hy_armtdp')        |     8      |
| ('hr_set', 'et_edt', 'kmr_mg', 'ca_ancora', 'fro_srcmf', 'es_ancora', 'kk_ktb', 'th_pud', 'en_ewt', 'br_keb')                     |     8      |
| ('fro_srcmf', 'pl_lfg', 'sme_giella', 'kk_ktb', 'hy_armtdp', 'no_nynorsk', 'it_isdt', 'af_afribooms', 'ja_modern', 'hi_hdtb')     |     8      |
| ('bxr_bdt', 'hy_armtdp', 'pl_lfg', 'cu_proiel', 'ro_rrt', 'no_nynorsk', 'kk_ktb', 'et_edt', 'ja_modern', 'sme_giella')            |     8      |
| ('cs_fictree', 'de_gsd', 'sme_giella', 'cs_pdt', 'hy_armtdp', 'fro_srcmf', 'kk_ktb', 'ja_modern', 'pt_bosque', 'ko_kaist')        |     8      |
| ('ja_modern', 'fro_srcmf', 'hi_hdtb', 'hy_armtdp', 'got_proiel', 'ga_idt', 'ko_kaist', 'gl_treegal', 'vi_vtb', 'kmr_mg')          |     8      |
| ('no_bokmaal', 'cs_cac', 'th_pud', 'no_nynorsk', 'en_ewt', 'ja_modern', 'kk_ktb', 'fro_srcmf', 'br_keb', 'ga_idt')                |     8      |
| ('kk_ktb', 'fro_srcmf', 'hy_armtdp', 'sme_giella', 'ja_modern', 'ur_udtb', 'no_bokmaal', 'ru_syntagrus', 'fr_spoken', 'en_lines') |     8      |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

| Subset                                                                                                                         |  Position  |
|--------------------------------------------------------------------------------------------------------------------------------|------------|
| ('kk_ktb', 'kmr_mg', 'id_gsd', 'pcm_nsc', 'it_isdt', 'ug_udt', 'es_ancora', 'bxr_bdt', 'hsb_ufal', 'ja_modern')                |     8      |
| ('ja_gsd', 'bxr_bdt', 'ga_idt', 'kmr_mg', 'sme_giella', 'es_ancora', 'sv_talbanken', 'th_pud', 'en_ewt', 'pcm_nsc')            |     8      |
| ('pcm_nsc', 'bxr_bdt', 'hi_hdtb', 'fr_gsd', 'kk_ktb', 'fo_oft', 'cs_pdt', 'ko_kaist', 'kmr_mg', 'sme_giella')                  |     8      |
| ('kmr_mg', 'ja_modern', 'da_ddt', 'no_bokmaal', 'hy_armtdp', 'sme_giella', 'no_nynorsk', 'vi_vtb', 'fro_srcmf', 'bxr_bdt')     |     8      |
| ('pcm_nsc', 'pt_bosque', 'kk_ktb', 'got_proiel', 'cu_proiel', 'hy_armtdp', 'ja_modern', 'sme_giella', 'hsb_ufal', 'ko_kaist')  |     8      |
| ('fo_oft', 'pcm_nsc', 'kk_ktb', 'kmr_mg', 'he_htb', 'sme_giella', 'en_pud', 'ja_modern', 'zh_gsd', 'sr_set')                   |     8      |
| ('hy_armtdp', 'br_keb', 'kk_ktb', 'en_ewt', 'bxr_bdt', 'kmr_mg', 'th_pud', 'ro_rrt', 'sme_giella', 'fr_gsd')                   |     8      |
| ('th_pud', 'fo_oft', 'br_keb', 'en_pud', 'el_gdt', 'id_gsd', 'ja_modern', 'fro_srcmf', 'kmr_mg', 'it_isdt')                    |     9      |
| ('kmr_mg', 'pcm_nsc', 'af_afribooms', 'ja_gsd', 'no_bokmaal', 'hy_armtdp', 'sv_lines', 'sme_giella', 'es_ancora', 'ja_modern') |     9      |
| ('ja_modern', 'kk_ktb', 'ko_kaist', 'fr_spoken', 'sv_talbanken', 'en_pud', 'hy_armtdp', 'fr_gsd', 'cs_pdt', 'sme_giella')      |     9      |

INFO: Showing outliers for Bilexical dependency score (BLEX)

| Subset                                                                                                                  |  Position  |
