INFO: Obtaining the 10 best outliers for parser ONLP lab (Ra'anana) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                         |  Position  |
|--------------------------------------------------------------------------------------------------------------------------------|------------|
| ('sme_giella', 'hy_armtdp', 'ja_modern', 'bg_btb', 'it_isdt', 'no_bokmaal', 'it_postwita', 'hsb_ufal', 'kmr_mg', 'bxr_bdt')    |     20     |
| ('kmr_mg', 'pcm_nsc', 'af_afribooms', 'ja_gsd', 'no_bokmaal', 'hy_armtdp', 'sv_lines', 'sme_giella', 'es_ancora', 'ja_modern') |     20     |
| ('kmr_mg', 'kk_ktb', 'sr_set', 'ja_modern', 'th_pud', 'fa_seraji', 'cs_cac', 'hy_armtdp', 'hi_hdtb', 'sme_giella')             |     20     |
| ('th_pud', 'no_nynorsk', 'kmr_mg', 'sme_giella', 'de_gsd', 'kk_ktb', 'et_edt', 'hy_armtdp', 'ja_modern', 'ug_udt')             |     20     |
| ('th_pud', 'hsb_ufal', 'gl_ctg', 'ja_modern', 'kk_ktb', 'pcm_nsc', 'kmr_mg', 'it_postwita', 'hr_set', 'es_ancora')             |     20     |
| ('kk_ktb', 'kmr_mg', 'hy_armtdp', 'sr_set', 'id_gsd', 'gl_ctg', 'th_pud', 'he_htb', 'ur_udtb', 'vi_vtb')                       |     20     |
| ('kmr_mg', 'kk_ktb', 'sme_giella', 'nl_alpino', 'en_ewt', 'hy_armtdp', 'gl_ctg', 'sl_ssj', 'fr_spoken', 'gl_treegal')          |     20     |
| ('gl_ctg', 'kk_ktb', 'zh_gsd', 'ja_modern', 'th_pud', 'vi_vtb', 'sme_giella', 'bg_btb', 'kmr_mg', 'ur_udtb')                   |     20     |
| ('fr_spoken', 'kmr_mg', 'en_ewt', 'en_lines', 'vi_vtb', 'sme_giella', 'ar_padt', 'nl_alpino', 'kk_ktb', 'hy_armtdp')           |     20     |
| ('hi_hdtb', 'en_lines', 'af_afribooms', 'th_pud', 'gl_ctg', 'kmr_mg', 'he_htb', 'kk_ktb', 'sme_giella', 'hy_armtdp')           |     20     |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

| Subset                                                                                                                        |  Position  |
|-------------------------------------------------------------------------------------------------------------------------------|------------|
| ('ja_modern', 'ga_idt', 'ur_udtb', 'sme_giella', 'sv_lines', 'fa_seraji', 'kmr_mg', 'zh_gsd', 'br_keb', 'fr_gsd')             |     19     |
| ('bxr_bdt', 'gl_treegal', 'ga_idt', 'no_nynorsklia', 'fro_srcmf', 'en_lines', 'br_keb', 'kmr_mg', 'hy_armtdp', 'it_isdt')     |     19     |
| ('ga_idt', 'sme_giella', 'zh_gsd', 'id_gsd', 'hy_armtdp', 'af_afribooms', 'gl_ctg', 'th_pud', 'da_ddt', 'fr_sequoia')         |     19     |
| ('ru_taiga', 'hsb_ufal', 'ja_modern', 'br_keb', 'af_afribooms', 'kmr_mg', 'it_postwita', 'no_nynorsk', 'fro_srcmf', 'ga_idt') |     19     |
| ('gl_treegal', 'no_nynorsk', 'gl_ctg', 'es_ancora', 'vi_vtb', 'ga_idt', 'uk_iu', 'ru_taiga', 'ar_padt', 'ca_ancora')          |     19     |
| ('hu_szeged', 'fro_srcmf', 'ja_modern', 'hsb_ufal', 'fo_oft', 'kmr_mg', 'ga_idt', 'vi_vtb', 'zh_gsd', 'hr_set')               |     19     |
| ('ga_idt', 'ja_modern', 'gl_ctg', 'ar_padt', 'vi_vtb', 'gl_treegal', 'fr_spoken', 'no_bokmaal', 'cs_cac', 'de_gsd')           |     19     |
| ('fr_sequoia', 'de_gsd', 'gl_ctg', 'en_ewt', 'es_ancora', 'ga_idt', 'pcm_nsc', 'kmr_mg', 'sv_lines', 'zh_gsd')                |     19     |
| ('gl_treegal', 'hy_armtdp', 'fr_spoken', 'fro_srcmf', 'kmr_mg', 'kk_ktb', 'ga_idt', 'hsb_ufal', 'it_isdt', 'sv_talbanken')    |     19     |
| ('it_isdt', 'fro_srcmf', 'th_pud', 'gl_treegal', 'kk_ktb', 'zh_gsd', 'ja_modern', 'got_proiel', 'id_gsd', 'ga_idt')           |     19     |

INFO: Showing outliers for Bilexical dependency score (BLEX)

| Subset                                                                                                                               |  Position  |
|--------------------------------------------------------------------------------------------------------------------------------------|------------|
| ('hy_armtdp', 'hr_set', 'fr_gsd', 'cu_proiel', 'it_postwita', 'ca_ancora', 'no_nynorsklia', 'no_nynorsk', 'fr_spoken', 'fr_sequoia') |     22     |
| ('no_nynorsk', 'gl_ctg', 'nl_alpino', 'got_proiel', 'sl_sst', 'ca_ancora', 'fa_seraji', 'pt_bosque', 'no_bokmaal', 'en_gum')         |     22     |
| ('ja_modern', 'it_isdt', 'en_gum', 'ja_gsd', 'nl_lassysmall', 'es_ancora', 'sme_giella', 'kk_ktb', 'cu_proiel', 'ca_ancora')         |     22     |
| ('cu_proiel', 'fro_srcmf', 'en_gum', 'no_nynorsk', 'fa_seraji', 'kmr_mg', 'no_bokmaal', 'et_edt', 'de_gsd', 'it_postwita')           |     22     |
| ('en_ewt', 'kmr_mg', 'la_perseus', 'ca_ancora', 'en_gum', 'fo_oft', 'pt_bosque', 'ja_modern', 'no_nynorsk', 'it_isdt')               |     22     |
| ('ca_ancora', 'he_htb', 'no_nynorsk', 'es_ancora', 'nl_lassysmall', 'hu_szeged', 'en_pud', 'pcm_nsc', 'de_gsd', 'hr_set')            |     22     |
| ('lv_lvtb', 'cu_proiel', 'no_nynorsk', 'de_gsd', 'ca_ancora', 'ja_modern', 'fa_seraji', 'no_nynorsklia', 'en_gum', 'nl_lassysmall')  |     22     |
| ('fr_spoken', 'no_nynorsk', 'en_pud', 'it_isdt', 'de_gsd', 'grc_proiel', 'ca_ancora', 'lv_lvtb', 'sme_giella', 'ja_modern')          |     22     |
| ('ca_ancora', 'fi_tdt', 'fr_gsd', 'it_postwita', 'it_isdt', 'en_pud', 'no_nynorsk', 'nl_lassysmall', 'gl_treegal', 'bxr_bdt')        |     22     |
| ('no_nynorsk', 'vi_vtb', 'it_postwita', 'no_bokmaal', 'de_gsd', 'it_isdt', 'sv_lines', 'fo_oft', 'fr_sequoia', 'ca_ancora')          |     22     |

INFO: Showing outliers for UAS

| Subset                                                                                                                       |  Position  |
|------------------------------------------------------------------------------------------------------------------------------|------------|
