INFO: Obtaining the 10 best outliers for parser ArmParser (Yerevan) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                     |  Position  |
|----------------------------------------------------------------------------------------------------------------------------|------------|
| ('la_perseus', 'bxr_bdt', 'fro_srcmf', 'la_proiel', 'tr_imst', 'vi_vtb', 'el_gdt', 'ug_udt', 'fr_spoken', 'ja_gsd')        |     22     |
| ('zh_gsd', 'lv_lvtb', 'kk_ktb', 'eu_bdt', 'la_perseus', 'ca_ancora', 'hy_armtdp', 'la_proiel', 'hsb_ufal', 'ug_udt')       |     22     |
| ('uk_iu', 'vi_vtb', 'got_proiel', 'ru_taiga', 'la_perseus', 'ur_udtb', 'ko_kaist', 'lv_lvtb', 'fro_srcmf', 'hy_armtdp')    |     22     |
| ('tr_imst', 'kk_ktb', 'grc_perseus', 'en_lines', 'fi_ftb', 'nl_lassysmall', 'da_ddt', 'ug_udt', 'grc_proiel', 'ga_idt')    |     22     |
| ('fi_tdt', 'ar_padt', 'th_pud', 'grc_perseus', 'gl_treegal', 'ug_udt', 'grc_proiel', 'kk_ktb', 'it_isdt', 'fi_ftb')        |     22     |
| ('ru_taiga', 'es_ancora', 'cs_cac', 'tr_imst', 'sl_sst', 'ur_udtb', 'la_perseus', 'ug_udt', 'kk_ktb', 'fro_srcmf')         |     22     |
| ('et_edt', 'la_perseus', 'eu_bdt', 'uk_iu', 'grc_perseus', 'grc_proiel', 'fro_srcmf', 'ko_kaist', 'cs_fictree', 'ur_udtb') |     22     |
| ('la_perseus', 'ko_kaist', 'grc_perseus', 'pl_lfg', 'th_pud', 'ro_rrt', 'lv_lvtb', 'ru_syntagrus', 'ug_udt', 'sk_snk')     |     22     |
| ('got_proiel', 'la_perseus', 'fr_spoken', 'ko_kaist', 'la_ittb', 'ga_idt', 'eu_bdt', 'zh_gsd', 'hsb_ufal', 'grc_proiel')   |     22     |
| ('bxr_bdt', 'zh_gsd', 'bg_btb', 'ru_taiga', 'la_perseus', 'grc_perseus', 'la_proiel', 'fro_srcmf', 'fi_tdt', 'br_keb')     |     22     |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

| Subset                                                                                                                  |  Position  |
|-------------------------------------------------------------------------------------------------------------------------|------------|
| ('sl_sst', 'lv_lvtb', 'th_pud', 'fo_oft', 'ru_taiga', 'hy_armtdp', 'kk_ktb', 'de_gsd', 'got_proiel', 'fro_srcmf')       |     20     |
| ('bxr_bdt', 'zh_gsd', 'bg_btb', 'ru_taiga', 'la_perseus', 'grc_perseus', 'la_proiel', 'fro_srcmf', 'fi_tdt', 'br_keb')  |     21     |
| ('fo_oft', 'sl_sst', 'bxr_bdt', 'ug_udt', 'kk_ktb', 'la_perseus', 'pl_lfg', 'grc_proiel', 'hy_armtdp', 'en_gum')        |     21     |
| ('ja_modern', 'ug_udt', 'ru_taiga', 'vi_vtb', 'la_perseus', 'grc_perseus', 'th_pud', 'pl_lfg', 'fr_spoken', 'br_keb')   |     21     |
| ('kk_ktb', 'ko_gsd', 'br_keb', 'grc_perseus', 'ru_syntagrus', 'sl_sst', 'tr_imst', 'la_perseus', 'bxr_bdt', 'kmr_mg')   |     21     |
| ('en_ewt', 'la_perseus', 'tr_imst', 'ro_rrt', 'uk_iu', 'fro_srcmf', 'sl_sst', 'fo_oft', 'ug_udt', 'hy_armtdp')          |     21     |
| ('hsb_ufal', 'sl_ssj', 'sl_sst', 'ko_gsd', 'hy_armtdp', 'fro_srcmf', 'eu_bdt', 'la_perseus', 'ro_rrt', 'grc_perseus')   |     21     |
| ('pl_lfg', 'sl_sst', 'kk_ktb', 'et_edt', 'grc_proiel', 'sl_ssj', 'ga_idt', 'la_proiel', 'grc_perseus', 'bxr_bdt')       |     21     |
| ('tr_imst', 'got_proiel', 'kk_ktb', 'en_ewt', 'br_keb', 'la_proiel', 'eu_bdt', 'ar_padt', 'ru_syntagrus', 'la_perseus') |     21     |
| ('ga_idt', 'bxr_bdt', 'grc_proiel', 'got_proiel', 'sl_sst', 'fro_srcmf', 'uk_iu', 'la_proiel', 'kk_ktb', 'ug_udt')      |     21     |

INFO: Showing outliers for Bilexical dependency score (BLEX)

| Subset                                                                                                                    |  Position  |
|---------------------------------------------------------------------------------------------------------------------------|------------|
| ('grc_proiel', 'sl_sst', 'ug_udt', 'ko_kaist', 'ko_gsd', 'la_perseus', 'kmr_mg', 'fo_oft', 'da_ddt', 'it_postwita')       |     19     |
| ('ko_kaist', 'la_proiel', 'ug_udt', 'ar_padt', 'la_perseus', 'hy_armtdp', 'vi_vtb', 'kk_ktb', 'gl_treegal', 'hi_hdtb')    |     19     |
| ('bxr_bdt', 'ar_padt', 'kk_ktb', 'fro_srcmf', 'sr_set', 'da_ddt', 'got_proiel', 'ko_kaist', 'et_edt', 'ro_rrt')           |     19     |
| ('kmr_mg', 'ko_kaist', 'la_proiel', 'lv_lvtb', 'fro_srcmf', 'ar_padt', 'th_pud', 'kk_ktb', 'fr_gsd', 'it_postwita')       |     19     |
| ('uk_iu', 'pcm_nsc', 'kk_ktb', 'grc_proiel', 'ko_kaist', 'ar_padt', 'eu_bdt', 'la_perseus', 'de_gsd', 'ru_taiga')         |     19     |
| ('ru_syntagrus', 'ar_padt', 'id_gsd', 'ko_kaist', 'da_ddt', 'grc_perseus', 'ro_rrt', 'la_perseus', 'fa_seraji', 'ko_gsd') |     19     |
| ('ko_kaist', 'ko_gsd', 'pl_sz', 'sl_sst', 'sl_ssj', 'fro_srcmf', 'ja_modern', 'el_gdt', 'la_perseus', 'it_postwita')      |     19     |
| ('id_gsd', 'ko_kaist', 'ga_idt', 'it_postwita', 'ru_taiga', 'fr_sequoia', 'fr_spoken', 'kmr_mg', 'br_keb', 'ar_padt')     |     19     |
| ('ko_kaist', 'tr_imst', 'sr_set', 'ar_padt', 'sl_ssj', 'ru_taiga', 'ug_udt', 'ko_gsd', 'la_ittb', 'it_postwita')          |     19     |
| ('fr_spoken', 'la_perseus', 'ar_padt', 'ja_modern', 'kk_ktb', 'kmr_mg', 'ko_kaist', 'it_postwita', 'ug_udt', 'sv_lines')  |     19     |

INFO: Showing outliers for UAS

| Subset                                                                                                                         |  Position  |
|--------------------------------------------------------------------------------------------------------------------------------|------------|
| ('la_perseus', 'bxr_bdt', 'fro_srcmf', 'la_proiel', 'tr_imst', 'vi_vtb', 'el_gdt', 'ug_udt', 'fr_spoken', 'ja_gsd')            |     23     |
| ('fr_gsd', 'cs_cac', 'kk_ktb', 'ja_gsd', 'it_postwita', 'hy_armtdp', 'cs_fictree', 'grc_proiel', 'got_proiel', 'pl_lfg')       |     23     |
| ('it_postwita', 'grc_proiel', 'sv_talbanken', 'ca_ancora', 'hy_armtdp', 'de_gsd', 'sl_sst', 'sl_ssj', 'grc_perseus', 'ug_udt') |     23     |
| ('sk_snk', 'uk_iu', 'ar_padt', 'ru_taiga', 'bg_btb', 'sv_talbanken', 'pcm_nsc', 'it_postwita', 'sl_ssj', 'ru_syntagrus')       |     23     |
