INFO: Obtaining the 10 best outliers for parser UniMelb (Melbourne) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                         |  Position  |
|--------------------------------------------------------------------------------------------------------------------------------|------------|
| ('gl_treegal', 'kmr_mg', 'en_pud', 'kk_ktb', 'hr_set', 'br_keb', 'nl_lassysmall', 'ca_ancora', 'ja_modern', 'sv_pud')          |     8      |
| ('ja_modern', 'et_edt', 'it_postwita', 'ga_idt', 'lv_lvtb', 'th_pud', 'sme_giella', 'ru_syntagrus', 'hy_armtdp', 'gl_treegal') |     8      |
| ('en_ewt', 'no_nynorsklia', 'ug_udt', 'kk_ktb', 'pl_sz', 'ja_modern', 'ga_idt', 'th_pud', 'sme_giella', 'fi_pud')              |     8      |
| ('ga_idt', 'hy_armtdp', 'hi_hdtb', 'ja_modern', 'pl_lfg', 'it_isdt', 'bxr_bdt', 'fr_gsd', 'ja_gsd', 'th_pud')                  |     8      |
| ('ga_idt', 'en_pud', 'ja_modern', 'ar_padt', 'br_keb', 'sv_pud', 'kk_ktb', 'it_isdt', 'fa_seraji', 'bxr_bdt')                  |     8      |
| ('pl_sz', 'kk_ktb', 'br_keb', 'got_proiel', 'ja_modern', 'sv_talbanken', 'kmr_mg', 'ur_udtb', 'ga_idt', 'ro_rrt')              |     8      |
| ('fi_tdt', 'ga_idt', 'tr_imst', 'gl_treegal', 'ja_modern', 'sme_giella', 'fi_pud', 'en_pud', 'et_edt', 'ar_padt')              |     8      |
| ('kk_ktb', 'bxr_bdt', 'ur_udtb', 'pt_bosque', 'bg_btb', 'ga_idt', 'ja_modern', 'hy_armtdp', 'pl_lfg', 'hu_szeged')             |     8      |
| ('ga_idt', 'sv_pud', 'ja_modern', 'th_pud', 'en_ewt', 'bg_btb', 'it_isdt', 'kk_ktb', 'gl_treegal', 'sv_lines')                 |     8      |
| ('lv_lvtb', 'no_nynorsk', 'kk_ktb', 'ja_modern', 'gl_treegal', 'fr_sequoia', 'cs_pud', 'sv_talbanken', 'fi_pud', 'sme_giella') |     8      |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

| Subset                                                                                                                 |  Position  |
|------------------------------------------------------------------------------------------------------------------------|------------|
| ('kk_ktb', 'kmr_mg', 'id_gsd', 'pcm_nsc', 'it_isdt', 'ug_udt', 'es_ancora', 'bxr_bdt', 'hsb_ufal', 'ja_modern')        |     7      |
| ('ja_modern', 'sv_talbanken', 'br_keb', 'it_postwita', 'fi_pud', 'vi_vtb', 'hy_armtdp', 'pcm_nsc', 'ug_udt', 'kk_ktb') |     9      |
| ('sk_snk', 'es_ancora', 'kk_ktb', 'hy_armtdp', 'pl_sz', 'ja_gsd', 'fi_pud', 'ur_udtb', 'sv_lines', 'zh_gsd')           |     10     |
| ('fo_oft', 'kmr_mg', 'bxr_bdt', 'ko_gsd', 'zh_gsd', 'hy_armtdp', 'bg_btb', 'it_isdt', 'vi_vtb', 'ja_modern')           |     10     |
| ('ja_gsd', 'ja_modern', 'id_gsd', 'vi_vtb', 'zh_gsd', 'sv_talbanken', 'hy_armtdp', 'et_edt', 'hr_set', 'sr_set')       |     10     |
| ('ja_gsd', 'fi_pud', 'et_edt', 'ca_ancora', 'kk_ktb', 'zh_gsd', 'hsb_ufal', 'fr_sequoia', 'got_proiel', 'ga_idt')      |     10     |
| ('fi_pud', 'ja_modern', 'ca_ancora', 'no_nynorsk', 'pl_sz', 'sl_ssj', 'zh_gsd', 'bxr_bdt', 'id_gsd', 'ja_gsd')         |     10     |
| ('fo_oft', 'ja_modern', 'th_pud', 'ja_gsd', 'got_proiel', 'zh_gsd', 'fi_pud', 'pl_sz', 'la_proiel', 'es_ancora')       |     10     |
| ('ja_modern', 'ja_gsd', 'sk_snk', 'hr_set', 'sv_talbanken', 'uk_iu', 'fi_pud', 'kk_ktb', 'pl_lfg', 'et_edt')           |     10     |
| ('ug_udt', 'gl_ctg', 'kk_ktb', 'fo_oft', 'ro_rrt', 'fi_pud', 'fr_spoken', 'it_postwita', 'ja_modern', 'no_bokmaal')    |     10     |

INFO: Showing outliers for Bilexical dependency score (BLEX)

| Subset                                                                                                                      |  Position  |
|-----------------------------------------------------------------------------------------------------------------------------|------------|
| ('ga_idt', 'en_pud', 'fi_pud', 'gl_treegal', 'kk_ktb', 'hsb_ufal', 'pl_lfg', 'cs_cac', 'ug_udt', 'ja_gsd')                  |     7      |
