INFO: Obtaining the 10 best outliers for parser CUNI x-ling (Praha) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                  |  Position  |
|-------------------------------------------------------------------------------------------------------------------------|------------|
| ('fo_oft', 'id_gsd', 'kmr_mg', 'gl_ctg', 'bxr_bdt', 'ur_udtb', 'hy_armtdp', 'th_pud', 'la_ittb', 'pcm_nsc')             |     2      |
| ('hy_armtdp', 'sl_sst', 'fo_oft', 'en_lines', 'kk_ktb', 'pcm_nsc', 'en_ewt', 'bxr_bdt', 'it_isdt', 'th_pud')            |     3      |
| ('ug_udt', 'en_lines', 'got_proiel', 'hsb_ufal', 'fo_oft', 'bg_btb', 'pcm_nsc', 'bxr_bdt', 'kmr_mg', 'th_pud')          |     3      |
| ('kk_ktb', 'th_pud', 'pt_bosque', 'ca_ancora', 'en_lines', 'bxr_bdt', 'pcm_nsc', 'ja_gsd', 'fo_oft', 'ro_rrt')          |     3      |
| ('fo_oft', 'bxr_bdt', 'sme_giella', 'hy_armtdp', 'ru_taiga', 'pcm_nsc', 'kk_ktb', 'fr_sequoia', 'hsb_ufal', 'th_pud')   |     3      |
| ('ro_rrt', 'th_pud', 'hsb_ufal', 'kmr_mg', 'ug_udt', 'id_gsd', 'zh_gsd', 'fo_oft', 'it_isdt', 'pcm_nsc')                |     4      |
| ('it_isdt', 'br_keb', 'fo_oft', 'ja_modern', 'got_proiel', 'th_pud', 'et_edt', 'pcm_nsc', 'cs_pud', 'bxr_bdt')          |     4      |
| ('kmr_mg', 'pcm_nsc', 'bxr_bdt', 'it_postwita', 'pl_lfg', 'th_pud', 'hu_szeged', 'fo_oft', 'ja_modern', 'fr_spoken')    |     4      |
| ('hsb_ufal', 'fro_srcmf', 'th_pud', 'bxr_bdt', 'hy_armtdp', 'pcm_nsc', 'nl_alpino', 'ja_modern', 'ur_udtb', 'en_lines') |     4      |
| ('en_pud', 'hsb_ufal', 'gl_treegal', 'th_pud', 'ur_udtb', 'id_gsd', 'pt_bosque', 'fo_oft', 'pcm_nsc', 'it_postwita')    |     4      |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

| Subset                                                                                                                        |  Position  |
|-------------------------------------------------------------------------------------------------------------------------------|------------|
| ('hy_armtdp', 'br_keb', 'kk_ktb', 'en_ewt', 'bxr_bdt', 'kmr_mg', 'th_pud', 'ro_rrt', 'sme_giella', 'fr_gsd')                  |     7      |
| ('fo_oft', 'bxr_bdt', 'sme_giella', 'hy_armtdp', 'ru_taiga', 'pcm_nsc', 'kk_ktb', 'fr_sequoia', 'hsb_ufal', 'th_pud')         |     7      |
| ('fa_seraji', 'sv_talbanken', 'ja_modern', 'bxr_bdt', 'no_nynorsklia', 'hsb_ufal', 'kk_ktb', 'ga_idt', 'th_pud', 'hy_armtdp') |     8      |
| ('kk_ktb', 'hsb_ufal', 'hy_armtdp', 'th_pud', 'sr_set', 'en_lines', 'ga_idt', 'en_pud', 'sme_giella', 'vi_vtb')               |     8      |
| ('bxr_bdt', 'th_pud', 'br_keb', 'kk_ktb', 'ja_gsd', 'hsb_ufal', 'hy_armtdp', 'sme_giella', 'nl_lassysmall', 'es_ancora')      |     9      |
| ('fr_spoken', 'sme_giella', 'gl_treegal', 'ja_modern', 'hsb_ufal', 'sv_pud', 'kmr_mg', 'kk_ktb', 'bxr_bdt', 'vi_vtb')         |     9      |
| ('sl_sst', 'ug_udt', 'sme_giella', 'ja_modern', 'th_pud', 'hy_armtdp', 'sv_pud', 'fo_oft', 'br_keb', 'sv_talbanken')          |     9      |
| ('kk_ktb', 'sv_pud', 'grc_proiel', 'ja_modern', 'ga_idt', 'hy_armtdp', 'sme_giella', 'gl_ctg', 'th_pud', 'br_keb')            |     9      |
