INFO: Obtaining the 10 best outliers for parser HUJI (Yerushalayim) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                |  Position  |
|-----------------------------------------------------------------------------------------------------------------------|------------|
| ('ro_rrt', 'ko_gsd', 'ug_udt', 'ko_kaist', 'de_gsd', 'vi_vtb', 'la_ittb', 'it_isdt', 'es_ancora', 'hr_set')           |     21     |
| ('sk_snk', 'fi_pud', 'fr_spoken', 'en_lines', 'cs_pud', 'la_ittb', 'it_isdt', 'gl_treegal', 'de_gsd', 'af_afribooms') |     21     |
| ('de_gsd', 'it_isdt', 'bxr_bdt', 'id_gsd', 'th_pud', 'af_afribooms', 'el_gdt', 'fi_pud', 'fi_ftb', 'no_bokmaal')      |     21     |
| ('de_gsd', 'fi_ftb', 'fr_spoken', 'cu_proiel', 'bg_btb', 'fi_pud', 'es_ancora', 'en_pud', 'no_bokmaal', 'en_ewt')     |     21     |
| ('fr_spoken', 'sl_ssj', 'bxr_bdt', 'fi_pud', 'en_lines', 'hi_hdtb', 'ro_rrt', 'de_gsd', 'got_proiel', 'en_pud')       |     21     |
| ('cu_proiel', 'kk_ktb', 'en_pud', 'nl_lassysmall', 'de_gsd', 'th_pud', 'fi_pud', 'cs_pud', 'el_gdt', 'ro_rrt')        |     21     |
| ('en_pud', 'hi_hdtb', 'ro_rrt', 'de_gsd', 'da_ddt', 'sv_pud', 'fi_pud', 'la_ittb', 'af_afribooms', 'es_ancora')       |     21     |
| ('cs_pud', 'bg_btb', 'fr_spoken', 'en_pud', 'en_ewt', 'fi_pud', 'uk_iu', 'zh_gsd', 'sv_pud', 'de_gsd')                |     21     |
| ('no_nynorsk', 'fi_pud', 'hi_hdtb', 'en_lines', 'hr_set', 'cu_proiel', 'ga_idt', 'af_afribooms', 'en_pud', 'it_isdt') |     21     |
| ('cu_proiel', 'it_isdt', 'ga_idt', 'fi_pud', 'sl_sst', 'de_gsd', 'lv_lvtb', 'hi_hdtb', 'th_pud', 'en_pud')            |     21     |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

