INFO: Obtaining the 10 best outliers for parser Phoenix (Shanghai) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                    |  Position  |
|---------------------------------------------------------------------------------------------------------------------------|------------|
| ('bg_btb', 'kk_ktb', 'fo_oft', 'fi_pud', 'en_ewt', 'pt_bosque', 'hy_armtdp', 'ja_gsd', 'ja_modern', 'ro_rrt')             |     13     |
| ('ga_idt', 'pt_bosque', 'hi_hdtb', 'ja_modern', 'sv_pud', 'hy_armtdp', 'zh_gsd', 'kk_ktb', 'cu_proiel', 'fi_pud')         |     13     |
| ('fo_oft', 'bxr_bdt', 'sme_giella', 'hy_armtdp', 'ru_taiga', 'pcm_nsc', 'kk_ktb', 'fr_sequoia', 'hsb_ufal', 'th_pud')     |     13     |
| ('la_proiel', 'sk_snk', 'bg_btb', 'fr_sequoia', 'cs_pud', 'en_gum', 'sr_set', 'got_proiel', 'sme_giella', 'fi_pud')       |     14     |
| ('no_bokmaal', 'got_proiel', 'pl_lfg', 'fi_pud', 'cs_pud', 'sme_giella', 'ar_padt', 'it_postwita', 'en_lines', 'ro_rrt')  |     14     |
| ('sme_giella', 'sv_talbanken', 'fi_pud', 'hu_szeged', 'it_isdt', 'no_bokmaal', 'cs_pud', 'sv_pud', 'ja_modern', 'bg_btb') |     14     |
| ('th_pud', 'fi_pud', 'ja_modern', 'cs_pud', 'sme_giella', 'cs_cac', 'fi_tdt', 'nl_lassysmall', 'bg_btb', 'la_proiel')     |     14     |
| ('sr_set', 'pl_lfg', 'fi_pud', 'ga_idt', 'ur_udtb', 'fro_srcmf', 'pcm_nsc', 'la_ittb', 'et_edt', 'lv_lvtb')               |     14     |
| ('got_proiel', 'fr_spoken', 'fr_gsd', 'kk_ktb', 'fi_pud', 'pcm_nsc', 'ru_syntagrus', 'fa_seraji', 'ca_ancora', 'sl_ssj')  |     14     |
| ('eu_bdt', 'fa_seraji', 'hy_armtdp', 'cs_pud', 'got_proiel', 'he_htb', 'en_ewt', 'pcm_nsc', 'fi_pud', 'grc_proiel')       |     14     |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

| Subset                                                                                                                   |  Position  |
|--------------------------------------------------------------------------------------------------------------------------|------------|
| ('fo_oft', 'ga_idt', 'sme_giella', 'cs_pud', 'en_pud', 'th_pud', 'pcm_nsc', 'fr_gsd', 'la_perseus', 'no_nynorsklia')     |     10     |
| ('got_proiel', 'cu_proiel', 'kk_ktb', 'pcm_nsc', 'ja_modern', 'br_keb', 'sme_giella', 'cs_pud', 'es_ancora', 'hsb_ufal') |     10     |
| ('sme_giella', 'br_keb', 'hy_armtdp', 'kk_ktb', 'pl_lfg', 'fi_pud', 'ja_modern', 'en_ewt', 'cu_proiel', 'sk_snk')        |     10     |
| ('sr_set', 'sme_giella', 'sl_sst', 'hi_hdtb', 'he_htb', 'pl_lfg', 'fi_pud', 'kk_ktb', 'hsb_ufal', 'ja_modern')           |     11     |
| ('ca_ancora', 'fo_oft', 'kk_ktb', 'th_pud', 'sme_giella', 'sr_set', 'id_gsd', 'gl_treegal', 'fi_pud', 'ja_modern')       |     11     |
| ('ja_modern', 'hy_armtdp', 'id_gsd', 'he_htb', 'hu_szeged', 'fi_pud', 'cu_proiel', 'en_gum', 'pl_sz', 'sl_sst')          |     11     |
| ('sv_pud', 'sme_giella', 'no_nynorsk', 'fi_pud', 'kk_ktb', 'br_keb', 'ja_modern', 'en_gum', 'el_gdt', 'ja_gsd')          |     11     |
| ('en_pud', 'cu_proiel', 'cs_pud', 'sl_sst', 'ga_idt', 'kk_ktb', 'la_perseus', 'eu_bdt', 'sme_giella', 'ja_modern')       |     11     |
| ('no_nynorsk', 'ja_modern', 'el_gdt', 'ga_idt', 'cs_pud', 'kk_ktb', 'fi_pud', 'la_perseus', 'sl_ssj', 'en_pud')          |     11     |
| ('sk_snk', 'ru_taiga', 'el_gdt', 'br_keb', 'ga_idt', 'cs_pud', 'ja_modern', 'kk_ktb', 'he_htb', 'fi_pud')                |     11     |

INFO: Showing outliers for Bilexical dependency score (BLEX)

| Subset                                                                                                                      |  Position  |
|-----------------------------------------------------------------------------------------------------------------------------|------------|
| ('kmr_mg', 'bxr_bdt', 'it_postwita', 'sv_pud', 'ja_modern', 'hy_armtdp', 'fi_pud', 'gl_treegal', 'en_pud', 'sv_talbanken')  |     10     |
| ('el_gdt', 'fro_srcmf', 'en_lines', 'gl_treegal', 'ur_udtb', 'fi_pud', 'cs_pud', 'sv_pud', 'fi_ftb', 'fo_oft')              |     11     |
| ('sme_giella', 'et_edt', 'sv_pud', 'vi_vtb', 'ja_gsd', 'bxr_bdt', 'id_gsd', 'fi_pud', 'sl_sst', 'da_ddt')                   |     11     |
| ('pcm_nsc', 'gl_ctg', 'it_postwita', 'fr_gsd', 'sv_pud', 'fi_pud', 'da_ddt', 'sme_giella', 'nl_lassysmall', 'la_perseus')   |     11     |
| ('fr_gsd', 'fro_srcmf', 'et_edt', 'sv_pud', 'kmr_mg', 'it_isdt', 'fi_pud', 'pcm_nsc', 'kk_ktb', 'eu_bdt')                   |     11     |
| ('hu_szeged', 'gl_treegal', 'ru_taiga', 'ru_syntagrus', 'sme_giella', 'fi_pud', 'kk_ktb', 'sr_set', 'cs_pdt', 'fo_oft')     |     11     |
| ('fi_pud', 'gl_treegal', 'bxr_bdt', 'kk_ktb', 'hi_hdtb', 'la_ittb', 'pcm_nsc', 'grc_proiel', 'sk_snk', 'la_proiel')         |     11     |
| ('hy_armtdp', 'fi_pud', 'ja_modern', 'hi_hdtb', 'en_ewt', 'sv_lines', 'fi_ftb', 'la_proiel', 'id_gsd', 'el_gdt')            |     11     |
| ('fi_pud', 'pl_sz', 'en_lines', 'sv_lines', 'sme_giella', 'no_nynorsk', 'cu_proiel', 'af_afribooms', 'hy_armtdp', 'el_gdt') |     11     |
