INFO: Obtaining the 10 best outliers for parser SLT-Interactions (Bengaluru) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                                |  Position  |
|---------------------------------------------------------------------------------------------------------------------------------------|------------|
| ('hr_set', 'fo_oft', 'cs_pud', 'ko_gsd', 'th_pud', 'he_htb', 'cs_pdt', 'uk_iu', 'hsb_ufal', 'pl_sz')                                  |     2      |
| ('pl_sz', 'la_ittb', 'pcm_nsc', 'th_pud', 'hi_hdtb', 'hsb_ufal', 'grc_proiel', 'ko_kaist', 'sl_sst', 'ug_udt')                        |     2      |
| ('fa_seraji', 'it_postwita', 'no_nynorsklia', 'hsb_ufal', 'ca_ancora', 'ru_syntagrus', 'es_ancora', 'fo_oft', 'ur_udtb', 'nl_alpino') |     2      |
| ('uk_iu', 'sr_set', 'hsb_ufal', 'hi_hdtb', 'en_ewt', 'sl_sst', 'cs_pdt', 'ja_gsd', 'pcm_nsc', 'sv_talbanken')                         |     2      |
| ('en_gum', 'es_ancora', 'cs_pdt', 'pl_sz', 'hu_szeged', 'ja_gsd', 'gl_ctg', 'ja_modern', 'hsb_ufal', 'ko_kaist')                      |     2      |
| ('fr_sequoia', 'hsb_ufal', 'en_pud', 'sr_set', 'he_htb', 'no_nynorsk', 'ja_gsd', 'bxr_bdt', 'fr_gsd', 'fo_oft')                       |     2      |
| ('ro_rrt', 'hu_szeged', 'hsb_ufal', 'sv_talbanken', 'ca_ancora', 'en_lines', 'tr_imst', 'fo_oft', 'cs_pud', 'sr_set')                 |     2      |
| ('sk_snk', 'hsb_ufal', 'uk_iu', 'cs_fictree', 'sv_pud', 'ja_gsd', 'pt_bosque', 'hr_set', 'fa_seraji', 'sl_ssj')                       |     2      |
| ('it_isdt', 'fo_oft', 'la_ittb', 'hsb_ufal', 'en_ewt', 'fr_gsd', 'sk_snk', 'fr_spoken', 'el_gdt', 'gl_ctg')                           |     2      |
| ('es_ancora', 'pl_lfg', 'id_gsd', 'la_perseus', 'gl_ctg', 'hsb_ufal', 'sk_snk', 'ja_gsd', 'ga_idt', 'pl_sz')                          |     2      |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

| Subset                                                                                                                              |  Position  |
|-------------------------------------------------------------------------------------------------------------------------------------|------------|
| ('ja_modern', 'fa_seraji', 'he_htb', 'fr_spoken', 'ug_udt', 'hsb_ufal', 'no_nynorsklia', 'sv_talbanken', 'fo_oft', 'th_pud')        |     5      |
| ('hsb_ufal', 'no_nynorsklia', 'gl_treegal', 'ja_gsd', 'pcm_nsc', 'ug_udt', 'et_edt', 'ja_modern', 'la_proiel', 'it_isdt')           |     6      |
| ('pcm_nsc', 'ar_padt', 'en_lines', 'bg_btb', 'hsb_ufal', 'fo_oft', 'ja_modern', 'gl_ctg', 'no_nynorsklia', 'ja_gsd')                |     6      |
| ('pcm_nsc', 'fr_spoken', 'fr_gsd', 'gl_treegal', 'ja_modern', 'es_ancora', 'ja_gsd', 'fr_sequoia', 'ko_gsd', 'ca_ancora')           |     6      |
| ('ca_ancora', 'fo_oft', 'no_nynorsklia', 'cs_pdt', 'pcm_nsc', 'ur_udtb', 'no_bokmaal', 'fr_spoken', 'hsb_ufal', 'es_ancora')        |     6      |
| ('ko_kaist', 'ga_idt', 'pcm_nsc', 'ko_gsd', 'sv_talbanken', 'ug_udt', 'no_nynorsklia', 'hsb_ufal', 'ja_modern', 'it_isdt')          |     6      |
| ('ru_syntagrus', 'hsb_ufal', 'pcm_nsc', 'en_ewt', 'af_afribooms', 'fo_oft', 'gl_ctg', 'ja_modern', 'es_ancora', 'ug_udt')           |     6      |
| ('en_lines', 'id_gsd', 'gl_treegal', 'it_postwita', 'fr_spoken', 'hsb_ufal', 'la_ittb', 'ja_modern', 'no_nynorsklia', 'fr_sequoia') |     6      |
| ('th_pud', 'pcm_nsc', 'ja_gsd', 'ja_modern', 'ur_udtb', 'hsb_ufal', 'en_pud', 'nl_lassysmall', 'ko_kaist', 'fr_spoken')             |     6      |
| ('fr_spoken', 'tr_imst', 'gl_treegal', 'pcm_nsc', 'hsb_ufal', 'th_pud', 'ja_modern', 'br_keb', 'kk_ktb', 'fr_gsd')                  |     6      |

INFO: Showing outliers for Bilexical dependency score (BLEX)

| Subset                                                                                                                        |  Position  |
|-------------------------------------------------------------------------------------------------------------------------------|------------|
| ('ja_modern', 'hsb_ufal', 'th_pud', 'cs_pud', 'no_nynorsklia', 'hu_szeged', 'no_nynorsk', 'fo_oft', 'zh_gsd', 'en_gum')       |     2      |
| ('ug_udt', 'zh_gsd', 'hsb_ufal', 'no_nynorsklia', 'gl_ctg', 'th_pud', 'da_ddt', 'fo_oft', 'en_pud', 'ja_modern')              |     2      |
| ('ja_modern', 'fa_seraji', 'he_htb', 'fr_spoken', 'ug_udt', 'hsb_ufal', 'no_nynorsklia', 'sv_talbanken', 'fo_oft', 'th_pud')  |     2      |
| ('pl_lfg', 'ur_udtb', 'no_nynorsklia', 'fr_spoken', 'es_ancora', 'hsb_ufal', 'cs_pud', 'ja_modern', 'th_pud', 'ug_udt')       |     3      |
| ('de_gsd', 'en_pud', 'pl_lfg', 'zh_gsd', 'ro_rrt', 'sl_ssj', 'hsb_ufal', 'fr_sequoia', 'no_nynorsklia', 'ja_modern')          |     3      |
| ('fo_oft', 'en_pud', 'hsb_ufal', 'el_gdt', 'no_nynorsk', 'no_nynorsklia', 'nl_lassysmall', 'fr_gsd', 'th_pud', 'ja_modern')   |     3      |
| ('no_nynorsklia', 'ja_modern', 'fr_sequoia', 'en_gum', 'ja_gsd', 'pt_bosque', 'sl_ssj', 'hsb_ufal', 'af_afribooms', 'th_pud') |     3      |
| ('ug_udt', 'th_pud', 'no_bokmaal', 'no_nynorsklia', 'fo_oft', 'got_proiel', 'it_isdt', 'ja_modern', 'hsb_ufal', 'fa_seraji')  |     3      |
| ('gl_treegal', 'ca_ancora', 'it_isdt', 'cs_cac', 'ja_modern', 'ga_idt', 'sv_talbanken', 'fo_oft', 'hsb_ufal', 'ar_padt')      |     4      |
| ('no_nynorsklia', 'sl_sst', 'es_ancora', 'pl_sz', 'hsb_ufal', 'ur_udtb', 'lv_lvtb', 'fo_oft', 'fr_spoken', 'ja_modern')       |     4      |

INFO: Showing outliers for UAS

| Subset                                                                                                                  |  Position  |
|-------------------------------------------------------------------------------------------------------------------------|------------|
| ('fr_sequoia', 'la_ittb', 'br_keb', 'ja_modern', 'ar_padt', 'sl_ssj', 'hsb_ufal', 'ca_ancora', 'ur_udtb', 'fo_oft')     |     1      |
| ('sl_sst', 'hsb_ufal', 'la_ittb', 'fo_oft', 'ja_modern', 'bg_btb', 'br_keb', 'sl_ssj', 'fa_seraji', 'pl_lfg')           |     1      |
| ('fo_oft', 'ko_kaist', 'hsb_ufal', 'ar_padt', 'et_edt', 'no_bokmaal', 'ja_modern', 'fr_spoken', 'br_keb', 'de_gsd')     |     1      |
| ('hsb_ufal', 'fo_oft', 'fr_gsd', 'br_keb', 'ro_rrt', 'pcm_nsc', 'ru_syntagrus', 'gl_treegal', 'fr_spoken', 'es_ancora') |     1      |
| ('nl_alpino', 'ja_gsd', 'hsb_ufal', 'fo_oft', 'ja_modern', 'br_keb', 'sl_ssj', 'pt_bosque', 'de_gsd', 'ar_padt')        |     1      |
| ('ja_modern', 'br_keb', 'pl_sz', 'fo_oft', 'sk_snk', 'el_gdt', 'ja_gsd', 'hsb_ufal', 'id_gsd', 'es_ancora')             |     1      |
| ('eu_bdt', 'br_keb', 'ga_idt', 'es_ancora', 'ja_modern', 'fo_oft', 'ja_gsd', 'got_proiel', 'ca_ancora', 'hsb_ufal')     |     1      |
| ('hr_set', 'fo_oft', 'cs_pud', 'ko_gsd', 'th_pud', 'he_htb', 'cs_pdt', 'uk_iu', 'hsb_ufal', 'pl_sz')                    |     2      |
| ('uk_iu', 'sr_set', 'hsb_ufal', 'hi_hdtb', 'en_ewt', 'sl_sst', 'cs_pdt', 'ja_gsd', 'pcm_nsc', 'sv_talbanken')           |     2      |
| ('en_gum', 'es_ancora', 'cs_pdt', 'pl_sz', 'hu_szeged', 'ja_gsd', 'gl_ctg', 'ja_modern', 'hsb_ufal', 'ko_kaist')        |     2      |

INFO: Showing outliers for CLAS

| Subset                                                                                                                                |  Position  |
|---------------------------------------------------------------------------------------------------------------------------------------|------------|
| ('gl_treegal', 'fo_oft', 'ar_padt', 'hsb_ufal', 'cs_fictree', 'ru_syntagrus', 'ja_modern', 'la_ittb', 'br_keb', 'id_gsd')             |     1      |
| ('ru_syntagrus', 'hsb_ufal', 'ro_rrt', 'br_keb', 'ko_kaist', 'no_bokmaal', 'id_gsd', 'gl_treegal', 'fo_oft', 'fr_sequoia')            |     1      |
| ('hr_set', 'fo_oft', 'cs_pud', 'ko_gsd', 'th_pud', 'he_htb', 'cs_pdt', 'uk_iu', 'hsb_ufal', 'pl_sz')                                  |     2      |
| ('fa_seraji', 'it_postwita', 'no_nynorsklia', 'hsb_ufal', 'ca_ancora', 'ru_syntagrus', 'es_ancora', 'fo_oft', 'ur_udtb', 'nl_alpino') |     2      |
| ('en_gum', 'es_ancora', 'cs_pdt', 'pl_sz', 'hu_szeged', 'ja_gsd', 'gl_ctg', 'ja_modern', 'hsb_ufal', 'ko_kaist')                      |     2      |
| ('ug_udt', 'ja_modern', 'sl_sst', 'fo_oft', 'no_nynorsk', 'de_gsd', 'gl_ctg', 'uk_iu', 'sl_ssj', 'la_perseus')                        |     2      |
| ('fr_sequoia', 'hsb_ufal', 'en_pud', 'sr_set', 'he_htb', 'no_nynorsk', 'ja_gsd', 'bxr_bdt', 'fr_gsd', 'fo_oft')                       |     2      |
| ('ro_rrt', 'hu_szeged', 'hsb_ufal', 'sv_talbanken', 'ca_ancora', 'en_lines', 'tr_imst', 'fo_oft', 'cs_pud', 'sr_set')                 |     2      |
| ('it_isdt', 'fo_oft', 'la_ittb', 'hsb_ufal', 'en_ewt', 'fr_gsd', 'sk_snk', 'fr_spoken', 'el_gdt', 'gl_ctg')                           |     2      |
| ('es_ancora', 'pl_lfg', 'id_gsd', 'la_perseus', 'gl_ctg', 'hsb_ufal', 'sk_snk', 'ja_gsd', 'ga_idt', 'pl_sz')                          |     2      |

INFO: Showing outliers for UPOS tagging

| Subset                                                                                                                                |  Position  |
|---------------------------------------------------------------------------------------------------------------------------------------|------------|
| ('fr_spoken', 'fr_sequoia', 'gl_ctg', 'no_nynorsklia', 'ur_udtb', 'hi_hdtb', 'cs_fictree', 'id_gsd', 'nl_alpino', 'it_postwita')      |     1      |
| ('fa_seraji', 'it_postwita', 'no_nynorsklia', 'hsb_ufal', 'ca_ancora', 'ru_syntagrus', 'es_ancora', 'fo_oft', 'ur_udtb', 'nl_alpino') |     1      |
| ('en_gum', 'es_ancora', 'cs_pdt', 'pl_sz', 'hu_szeged', 'ja_gsd', 'gl_ctg', 'ja_modern', 'hsb_ufal', 'ko_kaist')                      |     1      |
