INFO: Obtaining the 10 best outliers for parser AntNLP (Shanghai) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                               |  Position  |
|--------------------------------------------------------------------------------------------------------------------------------------|------------|
| ('kmr_mg', 'hr_set', 'fi_pud', 'pcm_nsc', 'hsb_ufal', 'bxr_bdt', 'no_nynorsklia', 'fro_srcmf', 'sr_set', 'la_proiel')                |     3      |
| ('cs_cac', 'ko_kaist', 'grc_perseus', 'es_ancora', 'ja_gsd', 'no_nynorsklia', 'he_htb', 'cs_fictree', 'bxr_bdt', 'hsb_ufal')         |     3      |
| ('pt_bosque', 'bxr_bdt', 'hy_armtdp', 'it_postwita', 'hsb_ufal', 'gl_ctg', 'no_nynorsklia', 'sv_talbanken', 'ca_ancora', 'en_lines') |     3      |
| ('sl_sst', 'bxr_bdt', 'ur_udtb', 'gl_treegal', 'pt_bosque', 'gl_ctg', 'he_htb', 'pcm_nsc', 'no_nynorsklia', 'ug_udt')                |     3      |
| ('fr_gsd', 'sv_talbanken', 'ru_taiga', 'pt_bosque', 'en_pud', 'bxr_bdt', 'ar_padt', 'cs_pdt', 'hsb_ufal', 'sr_set')                  |     3      |
| ('en_lines', 'cs_fictree', 'hsb_ufal', 'ro_rrt', 'pcm_nsc', 'id_gsd', 'et_edt', 'bxr_bdt', 'ur_udtb', 'no_nynorsklia')               |     3      |
| ('th_pud', 'bxr_bdt', 'ro_rrt', 'ru_taiga', 'hsb_ufal', 'fr_gsd', 'sv_lines', 'ru_syntagrus', 'fa_seraji', 'fi_tdt')                 |     3      |
| ('fa_seraji', 'hsb_ufal', 'fr_gsd', 'id_gsd', 'ru_taiga', 'bxr_bdt', 'pt_bosque', 'sl_ssj', 'de_gsd', 'pcm_nsc')                     |     3      |
| ('no_bokmaal', 'bxr_bdt', 'he_htb', 'hsb_ufal', 'en_ewt', 'fro_srcmf', 'no_nynorsklia', 'gl_ctg', 'tr_imst', 'nl_alpino')            |     3      |
| ('no_nynorsklia', 'hsb_ufal', 'ko_kaist', 'pcm_nsc', 'fi_pud', 'cs_fictree', 'de_gsd', 'en_ewt', 'nl_lassysmall', 'bxr_bdt')         |     3      |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

| Subset                                                                                                                               |  Position  |
|--------------------------------------------------------------------------------------------------------------------------------------|------------|
| ('no_bokmaal', 'kmr_mg', 'br_keb', 'bxr_bdt', 'pcm_nsc', 'hsb_ufal', 'sv_pud', 'hy_armtdp', 'gl_treegal', 'grc_proiel')              |     5      |
| ('vi_vtb', 'gl_treegal', 'pcm_nsc', 'da_ddt', 'sl_sst', 'no_nynorsklia', 'lv_lvtb', 'sv_pud', 'bxr_bdt', 'fo_oft')                   |     6      |
| ('en_gum', 'ru_syntagrus', 'fo_oft', 'fro_srcmf', 'gl_ctg', 'cs_pdt', 'bxr_bdt', 'ru_taiga', 'la_perseus', 'no_nynorsklia')          |     6      |
| ('nl_alpino', 'pcm_nsc', 'sv_pud', 'sl_sst', 'gl_ctg', 'la_perseus', 'pt_bosque', 'ro_rrt', 'br_keb', 'gl_treegal')                  |     6      |
| ('kmr_mg', 'fr_gsd', 'en_lines', 'kk_ktb', 'hsb_ufal', 'no_nynorsklia', 'gl_ctg', 'vi_vtb', 'pcm_nsc', 'sl_sst')                     |     6      |
| ('pcm_nsc', 'es_ancora', 'fr_spoken', 'en_pud', 'gl_treegal', 'et_edt', 'pt_bosque', 'ru_taiga', 'it_isdt', 'la_perseus')            |     7      |
| ('ja_modern', 'en_gum', 'sl_sst', 'th_pud', 'sv_pud', 'gl_treegal', 'la_perseus', 'vi_vtb', 'no_nynorsklia', 'eu_bdt')               |     7      |
| ('nl_lassysmall', 'la_perseus', 'ga_idt', 'fr_spoken', 'gl_ctg', 'af_afribooms', 'en_pud', 'no_nynorsklia', 'hsb_ufal', 'fro_srcmf') |     7      |
| ('sv_talbanken', 'gl_treegal', 'la_perseus', 'no_nynorsklia', 'fr_gsd', 'gl_ctg', 'ru_syntagrus', 'sr_set', 'sl_sst', 'cs_pdt')      |     7      |
| ('la_perseus', 'no_bokmaal', 'fo_oft', 'it_isdt', 'no_nynorsklia', 'sr_set', 'ru_taiga', 'cs_pud', 'hsb_ufal', 'es_ancora')          |     7      |

INFO: Showing outliers for Bilexical dependency score (BLEX)

| Subset                                                                                                                         |  Position  |
|--------------------------------------------------------------------------------------------------------------------------------|------------|
| ('no_nynorsklia', 'no_bokmaal', 'ja_modern', 'kmr_mg', 'sl_sst', 'pcm_nsc', 'en_pud', 'bxr_bdt', 'hsb_ufal', 'ca_ancora')      |     3      |
| ('kmr_mg', 'fr_gsd', 'en_lines', 'kk_ktb', 'hsb_ufal', 'no_nynorsklia', 'gl_ctg', 'vi_vtb', 'pcm_nsc', 'sl_sst')               |     3      |
| ('no_nynorsklia', 'en_pud', 'fr_gsd', 'it_postwita', 'de_gsd', 'kk_ktb', 'fr_sequoia', 'bxr_bdt', 'hsb_ufal', 'ru_taiga')      |     4      |
| ('cs_pud', 'no_nynorsklia', 'no_bokmaal', 'pcm_nsc', 'ca_ancora', 'la_proiel', 'sv_lines', 'sl_sst', 'kmr_mg', 'bxr_bdt')      |     4      |
| ('fr_gsd', 'hsb_ufal', 'nl_alpino', 'af_afribooms', 'th_pud', 'en_pud', 'bxr_bdt', 'sl_sst', 'gl_ctg', 'pcm_nsc')              |     4      |
| ('cs_pud', 'nl_alpino', 'es_ancora', 'no_bokmaal', 'pcm_nsc', 'th_pud', 'ru_taiga', 'no_nynorsklia', 'hr_set', 'sl_sst')       |     4      |
| ('cs_fictree', 'de_gsd', 'pcm_nsc', 'hsb_ufal', 'no_nynorsk', 'sl_sst', 'kmr_mg', 'th_pud', 'nl_lassysmall', 'hy_armtdp')      |     4      |
| ('hsb_ufal', 'da_ddt', 'no_nynorsklia', 'grc_proiel', 'el_gdt', 'bxr_bdt', 'pcm_nsc', 'sl_sst', 'vi_vtb', 'sr_set')            |     4      |
| ('sr_set', 'hsb_ufal', 'cs_pud', 'pcm_nsc', 'sl_sst', 'bxr_bdt', 'la_perseus', 'vi_vtb', 'grc_perseus', 'no_bokmaal')          |     4      |
| ('hsb_ufal', 'no_nynorsklia', 'ja_gsd', 'cu_proiel', 'pt_bosque', 'fr_spoken', 'nl_lassysmall', 'sl_sst', 'bxr_bdt', 'fr_gsd') |     4      |

INFO: Showing outliers for UAS

| Subset                                                                                                                            |  Position  |
|-----------------------------------------------------------------------------------------------------------------------------------|------------|
| ('got_proiel', 'pt_bosque', 'it_isdt', 'sl_sst', 'cs_pud', 'no_bokmaal', 'en_lines', 'ca_ancora', 'pcm_nsc', 'bxr_bdt')           |     2      |
| ('pcm_nsc', 'tr_imst', 'ko_kaist', 'ur_udtb', 'bxr_bdt', 'no_nynorsk', 'fr_gsd', 'pt_bosque', 'en_lines', 'hi_hdtb')              |     2      |
| ('ro_rrt', 'ur_udtb', 'fa_seraji', 'gl_ctg', 'bxr_bdt', 'cs_pdt', 'pcm_nsc', 'pt_bosque', 'de_gsd', 'sl_sst')                     |     2      |
| ('sr_set', 'bxr_bdt', 'es_ancora', 'cs_pdt', 'sv_talbanken', 'nl_alpino', 'pcm_nsc', 'gl_ctg', 'cs_pud', 'ko_kaist')              |     2      |
| ('en_pud', 'gl_treegal', 'pcm_nsc', 'hi_hdtb', 'pt_bosque', 'gl_ctg', 'fro_srcmf', 'bxr_bdt', 'fr_gsd', 'da_ddt')                 |     2      |
| ('de_gsd', 'no_bokmaal', 'en_ewt', 'pcm_nsc', 'ur_udtb', 'ug_udt', 'bxr_bdt', 'ko_kaist', 'ru_syntagrus', 'cs_fictree')           |     2      |
| ('pt_bosque', 'no_bokmaal', 'bxr_bdt', 'hi_hdtb', 'ar_padt', 'no_nynorsklia', 'ko_kaist', 'nl_alpino', 'ko_gsd', 'pcm_nsc')       |     2      |
| ('pcm_nsc', 'de_gsd', 'it_postwita', 'sl_sst', 'ur_udtb', 'bxr_bdt', 'cs_cac', 'cs_fictree', 'no_nynorsk', 'hi_hdtb')             |     2      |
| ('fro_srcmf', 'ro_rrt', 'pt_bosque', 'gl_treegal', 'ko_kaist', 'no_bokmaal', 'it_postwita', 'pcm_nsc', 'bxr_bdt', 'ru_syntagrus') |     2      |
| ('kmr_mg', 'grc_perseus', 'cs_pud', 'pcm_nsc', 'ro_rrt', 'sv_lines', 'cs_cac', 'no_nynorsk', 'bxr_bdt', 'da_ddt')                 |     2      |

INFO: Showing outliers for CLAS

| Subset                                                                                                                               |  Position  |
|--------------------------------------------------------------------------------------------------------------------------------------|------------|
| ('hsb_ufal', 'pcm_nsc', 'fr_spoken', 'ru_taiga', 'ja_gsd', 'en_lines', 'hi_hdtb', 'grc_perseus', 'he_htb', 'bxr_bdt')                |     3      |
