INFO: Obtaining the 10 worst outliers for parser TurkuNLP (Turku) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                          |  Position  |
|---------------------------------------------------------------------------------------------------------------------------------|------------|
| ('no_nynorsk', 'hsb_ufal', 'nl_lassysmall', 'hr_set', 'no_nynorsklia', 'da_ddt', 'he_htb', 'vi_vtb', 'kmr_mg', 'ca_ancora')     |     12     |
| ('pt_bosque', 'hsb_ufal', 'vi_vtb', 'fr_spoken', 'ko_kaist', 'it_postwita', 'da_ddt', 'ur_udtb', 'bxr_bdt', 'grc_perseus')      |     11     |
| ('ru_taiga', 'bxr_bdt', 'sl_ssj', 'vi_vtb', 'ja_modern', 'fr_sequoia', 'no_bokmaal', 'cs_cac', 'ug_udt', 'hsb_ufal')            |     11     |
| ('kmr_mg', 'fr_spoken', 'hi_hdtb', 'ur_udtb', 'fr_sequoia', 'el_gdt', 'hsb_ufal', 'id_gsd', 'ja_gsd', 'ug_udt')                 |     11     |
| ('got_proiel', 'bxr_bdt', 'fr_spoken', 'eu_bdt', 'hsb_ufal', 'el_gdt', 'hi_hdtb', 'en_gum', 'ja_modern', 'no_nynorsklia')       |     11     |
| ('no_bokmaal', 'ja_modern', 'bg_btb', 'nl_lassysmall', 'id_gsd', 'it_postwita', 'pt_bosque', 'bxr_bdt', 'hsb_ufal', 'gl_ctg')   |     11     |
| ('hsb_ufal', 'ca_ancora', 'cs_fictree', 'vi_vtb', 'no_bokmaal', 'fr_spoken', 'nl_alpino', 'ar_padt', 'nl_lassysmall', 'en_ewt') |     11     |
| ('ja_gsd', 'kmr_mg', 'sl_ssj', 'no_nynorsklia', 'ko_gsd', 'hsb_ufal', 'pt_bosque', 'ca_ancora', 'da_ddt', 'it_postwita')        |     11     |
| ('ca_ancora', 'vi_vtb', 'kmr_mg', 'eu_bdt', 'de_gsd', 'no_nynorsklia', 'bg_btb', 'ug_udt', 'hsb_ufal', 'en_gum')                |     11     |
| ('ja_gsd', 'af_afribooms', 'sl_ssj', 'id_gsd', 'fr_gsd', 'zh_gsd', 'nl_alpino', 'kmr_mg', 'hsb_ufal', 'no_nynorsklia')          |     11     |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

| Subset                                                                                                                                |  Position  |
|---------------------------------------------------------------------------------------------------------------------------------------|------------|
| ('kk_ktb', 'kmr_mg', 'id_gsd', 'pcm_nsc', 'it_isdt', 'ug_udt', 'es_ancora', 'bxr_bdt', 'hsb_ufal', 'ja_modern')                       |     11     |
| ('vi_vtb', 'no_bokmaal', 'id_gsd', 'es_ancora', 'en_gum', 'hsb_ufal', 'fr_gsd', 'fr_spoken', 'bxr_bdt', 'pcm_nsc')                    |     10     |
| ('fr_sequoia', 'fr_spoken', 'ja_modern', 'no_nynorsklia', 'en_lines', 'hsb_ufal', 'cs_fictree', 'nl_lassysmall', 'pcm_nsc', 'en_ewt') |     9      |
| ('no_bokmaal', 'gl_ctg', 'en_lines', 'fr_spoken', 'ca_ancora', 'da_ddt', 'hsb_ufal', 'bxr_bdt', 'ja_modern', 'es_ancora')             |     9      |
| ('fr_spoken', 'cs_pud', 'id_gsd', 'kk_ktb', 'ro_rrt', 'ja_modern', 'it_isdt', 'hsb_ufal', 'it_postwita', 'no_nynorsklia')             |     9      |
| ('no_nynorsk', 'ja_gsd', 'nl_alpino', 'pcm_nsc', 'kk_ktb', 'hy_armtdp', 'kmr_mg', 'fr_spoken', 'bxr_bdt', 'ca_ancora')                |     9      |
| ('fo_oft', 'ca_ancora', 'fr_spoken', 'pcm_nsc', 'en_lines', 'bxr_bdt', 'ja_modern', 'en_gum', 'no_nynorsklia', 'fi_ftb')              |     9      |
| ('eu_bdt', 'ca_ancora', 'fr_sequoia', 'pcm_nsc', 'id_gsd', 'hsb_ufal', 'bg_btb', 'no_nynorsklia', 'fr_spoken', 'ug_udt')              |     9      |
| ('bxr_bdt', 'kk_ktb', 'hsb_ufal', 'da_ddt', 'pcm_nsc', 'kmr_mg', 'vi_vtb', 'no_bokmaal', 'fo_oft', 'nl_lassysmall')                   |     9      |
| ('bxr_bdt', 'vi_vtb', 'ja_modern', 'hsb_ufal', 'no_nynorsklia', 'id_gsd', 'la_ittb', 'cs_pud', 'kmr_mg', 'fr_spoken')                 |     9      |

INFO: Showing outliers for Bilexical dependency score (BLEX)

| Subset                                                                                                                              |  Position  |
|-------------------------------------------------------------------------------------------------------------------------------------|------------|
| ('ro_rrt', 'zh_gsd', 'ru_syntagrus', 'fo_oft', 'de_gsd', 'en_lines', 'it_postwita', 'hsb_ufal', 'no_nynorsklia', 'ca_ancora')       |     7      |
| ('fo_oft', 'vi_vtb', 'cs_pud', 'da_ddt', 'no_nynorsklia', 'no_bokmaal', 'ja_modern', 'hsb_ufal', 'ug_udt', 'it_postwita')           |     7      |
| ('en_lines', 'fo_oft', 'en_gum', 'he_htb', 'hsb_ufal', 'ja_modern', 'no_nynorsklia', 'af_afribooms', 'la_proiel', 'fr_gsd')         |     7      |
| ('zh_gsd', 'sl_ssj', 'ug_udt', 'en_pud', 'af_afribooms', 'pl_lfg', 'fr_spoken', 'no_nynorsklia', 'hsb_ufal', 'it_postwita')         |     7      |
| ('fr_spoken', 'zh_gsd', 'nl_lassysmall', 'fo_oft', 'no_nynorsk', 'ja_modern', 'sr_set', 'hsb_ufal', 'ca_ancora', 'bxr_bdt')         |     7      |
| ('es_ancora', 'it_postwita', 'zh_gsd', 'la_ittb', 'hsb_ufal', 'ug_udt', 'no_nynorsklia', 'pt_bosque', 'en_ewt', 'no_bokmaal')       |     7      |
| ('it_isdt', 'kk_ktb', 'fr_sequoia', 'hsb_ufal', 'fr_gsd', 'fr_spoken', 'vi_vtb', 'no_nynorsklia', 'en_pud', 'nl_alpino')            |     7      |
| ('fr_spoken', 'zh_gsd', 'cs_fictree', 'ca_ancora', 'hsb_ufal', 'bxr_bdt', 'no_nynorsklia', 'sv_lines', 'fr_sequoia', 'kk_ktb')      |     7      |
| ('ja_gsd', 'it_postwita', 'fr_spoken', 'fr_sequoia', 'nl_lassysmall', 'no_nynorsklia', 'pl_lfg', 'he_htb', 'hsb_ufal', 'ja_modern') |     7      |
| ('zh_gsd', 'cs_pdt', 'fr_gsd', 'no_nynorsklia', 'nl_lassysmall', 'hsb_ufal', 'ja_gsd', 'af_afribooms', 'sv_lines', 'fr_spoken')     |     7      |

INFO: Showing outliers for UAS

| Subset                                                                                                                         |  Position  |
|--------------------------------------------------------------------------------------------------------------------------------|------------|
| ('fr_gsd', 'fo_oft', 'hsb_ufal', 'vi_vtb', 'en_ewt', 'gl_ctg', 'ru_taiga', 'ja_gsd', 'nl_lassysmall', 'ko_kaist')              |     13     |
| ('fr_sequoia', 'hsb_ufal', 'en_pud', 'sr_set', 'he_htb', 'no_nynorsk', 'ja_gsd', 'bxr_bdt', 'fr_gsd', 'fo_oft')                |     12     |
| ('en_gum', 'vi_vtb', 'bxr_bdt', 'ca_ancora', 'ja_gsd', 'fo_oft', 'en_ewt', 'hi_hdtb', 'ru_taiga', 'fr_gsd')                    |     12     |
| ('pt_bosque', 'nl_lassysmall', 'fo_oft', 'ja_gsd', 'it_postwita', 'bxr_bdt', 'it_isdt', 'no_nynorsk', 'cs_pud', 'pl_lfg')      |     12     |
| ('en_ewt', 'bxr_bdt', 'fi_tdt', 'fo_oft', 'vi_vtb', 'grc_perseus', 'hsb_ufal', 'cs_cac', 'hi_hdtb', 'en_lines')                |     12     |
| ('eu_bdt', 'vi_vtb', 'bxr_bdt', 'fr_spoken', 'ug_udt', 'fo_oft', 'it_postwita', 'grc_proiel', 'cs_pdt', 'ja_gsd')              |     12     |
| ('fo_oft', 'zh_gsd', 'pt_bosque', 'hsb_ufal', 'no_nynorsk', 'bxr_bdt', 'gl_ctg', 'af_afribooms', 'en_gum', 'grc_proiel')       |     12     |
| ('fo_oft', 'fa_seraji', 'it_isdt', 'bxr_bdt', 'pl_lfg', 'ca_ancora', 'en_gum', 'zh_gsd', 'fr_spoken', 'hsb_ufal')              |     12     |
| ('fr_spoken', 'ca_ancora', 'grc_proiel', 'fo_oft', 'no_nynorsk', 'hsb_ufal', 'bxr_bdt', 'sv_talbanken', 'vi_vtb', 'pt_bosque') |     12     |
| ('fo_oft', 'fa_seraji', 'it_isdt', 'el_gdt', 'hsb_ufal', 'gl_ctg', 'kk_ktb', 'da_ddt', 'vi_vtb', 'cs_cac')                     |     12     |

INFO: Showing outliers for CLAS

| Subset                                                                                                                             |  Position  |
|------------------------------------------------------------------------------------------------------------------------------------|------------|
| ('fr_spoken', 'cs_pud', 'id_gsd', 'kk_ktb', 'ro_rrt', 'ja_modern', 'it_isdt', 'hsb_ufal', 'it_postwita', 'no_nynorsklia')          |     11     |
| ('vi_vtb', 'bxr_bdt', 'ru_taiga', 'fi_ftb', 'cs_pud', 'ja_modern', 'hsb_ufal', 'cs_fictree', 'it_postwita', 'en_ewt')              |     11     |
| ('fr_gsd', 'hsb_ufal', 'pl_lfg', 'ja_gsd', 'no_nynorsklia', 'nl_lassysmall', 'no_nynorsk', 'vi_vtb', 'pt_bosque', 'fa_seraji')     |     11     |
| ('cs_cac', 'bxr_bdt', 'zh_gsd', 'no_nynorsklia', 'ja_gsd', 'da_ddt', 'hsb_ufal', 'vi_vtb', 'id_gsd', 'ja_modern')                  |     11     |
| ('id_gsd', 'zh_gsd', 'ja_modern', 'fo_oft', 'it_postwita', 'ru_taiga', 'vi_vtb', 'cs_cac', 'hsb_ufal', 'sk_snk')                   |     10     |
| ('no_nynorsklia', 'ja_modern', 'vi_vtb', 'nl_alpino', 'ru_taiga', 'es_ancora', 'hu_szeged', 'bxr_bdt', 'ja_gsd', 'fr_sequoia')     |     10     |
| ('tr_imst', 'fr_sequoia', 'no_nynorsklia', 'nl_lassysmall', 'no_bokmaal', 'ru_taiga', 'en_gum', 'it_postwita', 'ja_gsd', 'cs_cac') |     10     |
| ('fo_oft', 'vi_vtb', 'cs_pud', 'da_ddt', 'no_nynorsklia', 'no_bokmaal', 'ja_modern', 'hsb_ufal', 'ug_udt', 'it_postwita')          |     10     |
| ('ug_udt', 'ja_gsd', 'sr_set', 'vi_vtb', 'id_gsd', 'el_gdt', 'ru_taiga', 'nl_lassysmall', 'hsb_ufal', 'fr_gsd')                    |     10     |
| ('vi_vtb', 'no_nynorsklia', 'fi_ftb', 'bxr_bdt', 'gl_ctg', 'es_ancora', 'fa_seraji', 'ja_modern', 'fr_spoken', 'it_postwita')      |     10     |

INFO: Showing outliers for UPOS tagging

| Subset                                                                                                                      |  Position  |
|-----------------------------------------------------------------------------------------------------------------------------|------------|
| ('id_gsd', 'bxr_bdt', 'es_ancora', 'hsb_ufal', 'grc_proiel', 'en_lines', 'fr_gsd', 'fr_spoken', 'no_nynorsk', 'cs_fictree') |     24     |
| ('bxr_bdt', 'ca_ancora', 'es_ancora', 'nl_alpino', 'he_htb', 'la_proiel', 'id_gsd', 'hsb_ufal', 'hi_hdtb', 'cs_pdt')        |     24     |
