INFO: Obtaining the 10 worst outliers for parser CUNI x-ling (Praha) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                     |  Position  |
|----------------------------------------------------------------------------------------------------------------------------|------------|
| ('kmr_mg', 'ko_gsd', 'sv_talbanken', 'sv_lines', 'sk_snk', 'hsb_ufal', 'ar_padt', 'no_nynorsklia', 'grc_proiel', 'cs_pdt') |     22     |
| ('ug_udt', 'da_ddt', 'ko_gsd', 'ar_padt', 'bg_btb', 'en_lines', 'nl_alpino', 'no_bokmaal', 'es_ancora', 'gl_ctg')          |     22     |
| ('ro_rrt', 'ko_gsd', 'ug_udt', 'ko_kaist', 'de_gsd', 'vi_vtb', 'la_ittb', 'it_isdt', 'es_ancora', 'hr_set')                |     22     |
| ('no_bokmaal', 'fr_spoken', 'es_ancora', 'zh_gsd', 'en_gum', 'cu_proiel', 'fa_seraji', 'gl_ctg', 'nl_alpino', 'he_htb')    |     22     |
| ('no_nynorsklia', 'pt_bosque', 'hi_hdtb', 'fi_ftb', 'ar_padt', 'sv_lines', 'la_ittb', 'ja_modern', 'eu_bdt', 'ur_udtb')    |     22     |
| ('sl_sst', 'nl_alpino', 'ca_ancora', 'fa_seraji', 'bxr_bdt', 'en_lines', 'ko_gsd', 'fr_spoken', 'el_gdt', 'vi_vtb')        |     22     |
| ('zh_gsd', 'fro_srcmf', 'en_lines', 'sk_snk', 'es_ancora', 'en_gum', 'kmr_mg', 'sv_talbanken', 'ko_gsd', 'ja_gsd')         |     22     |
| ('sv_lines', 'cs_pdt', 'en_ewt', 'ja_gsd', 'fr_gsd', 'nl_alpino', 'bxr_bdt', 'he_htb', 'da_ddt', 'grc_perseus')            |     22     |
| ('de_gsd', 'he_htb', 'hr_set', 'grc_proiel', 'sk_snk', 'pt_bosque', 'ko_kaist', 'no_nynorsk', 'kmr_mg', 'nl_lassysmall')   |     22     |
| ('pcm_nsc', 'tr_imst', 'hu_szeged', 'no_nynorsk', 'vi_vtb', 'el_gdt', 'zh_gsd', 'ko_kaist', 'pt_bosque', 'en_gum')         |     22     |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

| Subset                                                                                                                   |  Position  |
|--------------------------------------------------------------------------------------------------------------------------|------------|
| ('it_isdt', 'it_postwita', 'ca_ancora', 'cs_pdt', 'hr_set', 'de_gsd', 'fa_seraji', 'fr_sequoia', 'ko_gsd', 'gl_treegal') |     23     |
| ('hr_set', 'no_bokmaal', 'fo_oft', 'pl_lfg', 'fi_ftb', 'he_htb', 'pl_sz', 'cs_cac', 'zh_gsd', 'ko_kaist')                |     23     |
| ('bxr_bdt', 'fi_ftb', 'br_keb', 'pcm_nsc', 'pl_lfg', 'en_lines', 'hi_hdtb', 'cs_pdt', 'ko_kaist', 'he_htb')              |     23     |
| ('cs_pud', 'hsb_ufal', 'de_gsd', 'cs_pdt', 'hi_hdtb', 'br_keb', 'sr_set', 'en_ewt', 'ko_kaist', 'bxr_bdt')               |     23     |
| ('fa_seraji', 'bg_btb', 'ko_gsd', 'fr_gsd', 'es_ancora', 'it_isdt', 'pcm_nsc', 'nl_lassysmall', 'he_htb', 'el_gdt')      |     23     |
| ('sl_sst', 'de_gsd', 'tr_imst', 'cs_pud', 'cs_cac', 'ko_kaist', 'es_ancora', 'ur_udtb', 'he_htb', 'pl_sz')               |     23     |
| ('uk_iu', 'en_lines', 'ko_gsd', 'de_gsd', 'no_nynorsk', 'fr_gsd', 'es_ancora', 'id_gsd', 'da_ddt', 'vi_vtb')             |     23     |
| ('es_ancora', 'pcm_nsc', 'ko_gsd', 'he_htb', 'id_gsd', 'got_proiel', 'ca_ancora', 'it_postwita', 'fr_gsd', 'pt_bosque')  |     23     |
| ('de_gsd', 'fr_gsd', 'fr_sequoia', 'fo_oft', 'es_ancora', 'ko_gsd', 'sl_ssj', 'sv_talbanken', 'vi_vtb', 'gl_treegal')    |     23     |
| ('sl_ssj', 'sr_set', 'ko_kaist', 'fi_ftb', 'sk_snk', 'cs_fictree', 'es_ancora', 'cs_pud', 'he_htb', 'af_afribooms')      |     23     |

