INFO: Obtaining the 10 worst outliers for parser ParisNLP (Paris) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                       |  Position  |
|------------------------------------------------------------------------------------------------------------------------------|------------|
| ('hy_armtdp', 'ro_rrt', 'hi_hdtb', 'fr_spoken', 'ja_modern', 'it_isdt', 'pl_sz', 'zh_gsd', 'kmr_mg', 'pcm_nsc')              |     20     |
| ('pcm_nsc', 'ja_modern', 'en_gum', 'hi_hdtb', 'fr_gsd', 'kmr_mg', 'en_pud', 'la_ittb', 'th_pud', 'hy_armtdp')                |     20     |
| ('en_pud', 'kmr_mg', 'ja_modern', 'ro_rrt', 'hi_hdtb', 'ca_ancora', 'vi_vtb', 'pcm_nsc', 'ru_taiga', 'hy_armtdp')            |     20     |
| ('br_keb', 'pcm_nsc', 'ja_gsd', 'fi_tdt', 'hy_armtdp', 'sv_lines', 'kmr_mg', 'en_lines', 'sr_set', 'ja_modern')              |     20     |
| ('sv_pud', 'fi_pud', 'tr_imst', 'ja_modern', 'el_gdt', 'cs_fictree', 'hy_armtdp', 'ar_padt', 'fr_spoken', 'pcm_nsc')         |     19     |
| ('kmr_mg', 'ja_modern', 'hy_armtdp', 'pcm_nsc', 'hsb_ufal', 'hu_szeged', 'fi_pud', 'bxr_bdt', 'en_gum', 'cs_pdt')            |     19     |
| ('fr_spoken', 'kk_ktb', 'it_postwita', 'ja_modern', 'th_pud', 'it_isdt', 'sv_lines', 'ro_rrt', 'hy_armtdp', 'br_keb')        |     19     |
| ('hy_armtdp', 'ja_modern', 'he_htb', 'sv_lines', 'gl_treegal', 'br_keb', 'ga_idt', 'el_gdt', 'fr_spoken', 'fi_pud')          |     19     |
| ('hsb_ufal', 'pcm_nsc', 'fo_oft', 'hr_set', 'kmr_mg', 'hy_armtdp', 'en_lines', 'got_proiel', 'ja_modern', 'fi_tdt')          |     19     |
| ('sv_pud', 'no_nynorsk', 'fr_sequoia', 'fi_pud', 'th_pud', 'ja_modern', 'cu_proiel', 'zh_gsd', 'hy_armtdp', 'no_nynorsklia') |     19     |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

| Subset                                                                                                                            |  Position  |
|-----------------------------------------------------------------------------------------------------------------------------------|------------|
| ('hy_armtdp', 'ur_udtb', 'en_pud', 'th_pud', 'sl_ssj', 'kmr_mg', 'sv_lines', 'fo_oft', 'ja_modern', 'hsb_ufal')                   |     19     |
| ('hsb_ufal', 'kmr_mg', 'fr_spoken', 'en_pud', 'el_gdt', 'en_gum', 'cu_proiel', 'br_keb', 'hy_armtdp', 'ja_modern')                |     19     |
| ('pl_lfg', 'id_gsd', 'ja_modern', 'th_pud', 'ja_gsd', 'fo_oft', 'en_pud', 'br_keb', 'la_perseus', 'hy_armtdp')                    |     19     |
| ('vi_vtb', 'ja_modern', 'kk_ktb', 'en_pud', 'fo_oft', 'de_gsd', 'th_pud', 'hy_armtdp', 'en_lines', 'sr_set')                      |     18     |
| ('fr_spoken', 'fi_pud', 'fr_gsd', 'en_gum', 'ja_modern', 'ug_udt', 'th_pud', 'kmr_mg', 'hy_armtdp', 'nl_lassysmall')              |     18     |
| ('hy_armtdp', 'ja_modern', 'he_htb', 'sv_lines', 'gl_treegal', 'br_keb', 'ga_idt', 'el_gdt', 'fr_spoken', 'fi_pud')               |     18     |
| ('hy_armtdp', 'hsb_ufal', 'sv_lines', 'ja_modern', 'pl_lfg', 'sl_sst', 'pcm_nsc', 'fo_oft', 'tr_imst', 'kk_ktb')                  |     18     |
| ('fi_tdt', 'ja_modern', 'vi_vtb', 'fo_oft', 'fi_pud', 'hsb_ufal', 'sl_sst', 'sv_lines', 'hy_armtdp', 'no_nynorsklia')             |     18     |
| ('uk_iu', 'hy_armtdp', 'hsb_ufal', 'gl_treegal', 'fr_sequoia', 'pcm_nsc', 'ja_modern', 'fi_pud', 'el_gdt', 'fa_seraji')           |     18     |
| ('hy_armtdp', 'tr_imst', 'af_afribooms', 'fi_pud', 'it_postwita', 'kmr_mg', 'gl_treegal', 'fo_oft', 'no_nynorsklia', 'ja_modern') |     18     |

INFO: Showing outliers for Bilexical dependency score (BLEX)

| Subset                                                                                                                     |  Position  |
|----------------------------------------------------------------------------------------------------------------------------|------------|
| ('fi_pud', 'fr_spoken', 'id_gsd', 'nl_alpino', 'hsb_ufal', 'th_pud', 'ja_modern', 'sl_sst', 'kmr_mg', 'hy_armtdp')         |     16     |
| ('kmr_mg', 'bxr_bdt', 'it_postwita', 'sv_pud', 'ja_modern', 'hy_armtdp', 'fi_pud', 'gl_treegal', 'en_pud', 'sv_talbanken') |     15     |
| ('sv_pud', 'br_keb', 'fr_spoken', 'nl_lassysmall', 'it_isdt', 'fi_pud', 'ca_ancora', 'ja_modern', 'hy_armtdp', 'pcm_nsc')  |     15     |
| ('kmr_mg', 'en_pud', 'fi_pud', 'fr_spoken', 'et_edt', 'br_keb', 'lv_lvtb', 'hy_armtdp', 'bxr_bdt', 'ja_modern')            |     15     |
| ('id_gsd', 'pt_bosque', 'kmr_mg', 'et_edt', 'th_pud', 'ja_modern', 'fi_pud', 'en_pud', 'hi_hdtb', 'hy_armtdp')             |     15     |
| ('pcm_nsc', 'kmr_mg', 'fo_oft', 'hy_armtdp', 'uk_iu', 'sv_pud', 'es_ancora', 'fr_sequoia', 'en_pud', 'ja_gsd')             |     14     |
| ('kmr_mg', 'ja_modern', 'hy_armtdp', 'pcm_nsc', 'hsb_ufal', 'hu_szeged', 'fi_pud', 'bxr_bdt', 'en_gum', 'cs_pdt')          |     14     |
| ('hy_armtdp', 'vi_vtb', 'sv_pud', 'ja_modern', 'pcm_nsc', 'id_gsd', 'sk_snk', 'br_keb', 'pl_lfg', 'fo_oft')                |     14     |
| ('bxr_bdt', 'ja_gsd', 'he_htb', 'hy_armtdp', 'fi_tdt', 'br_keb', 'it_isdt', 'pcm_nsc', 'fi_pud', 'kmr_mg')                 |     14     |
| ('zh_gsd', 'ca_ancora', 'br_keb', 'el_gdt', 'hy_armtdp', 'kmr_mg', 'sv_talbanken', 'bxr_bdt', 'pcm_nsc', 'ro_rrt')         |     14     |

INFO: Showing outliers for UAS

| Subset                                                                                                                       |  Position  |
|------------------------------------------------------------------------------------------------------------------------------|------------|
| ('fr_spoken', 'kk_ktb', 'it_postwita', 'ja_modern', 'th_pud', 'it_isdt', 'sv_lines', 'ro_rrt', 'hy_armtdp', 'br_keb')        |     20     |
| ('cs_cac', 'uk_iu', 'kmr_mg', 'got_proiel', 'en_pud', 'ja_gsd', 'hy_armtdp', 'ja_modern', 'fi_pud', 'br_keb')                |     20     |
| ('no_bokmaal', 'ja_modern', 'sl_ssj', 'en_lines', 'it_postwita', 'hy_armtdp', 'hi_hdtb', 'fr_spoken', 'fi_pud', 'kmr_mg')    |     20     |
