INFO: Obtaining the 10 worst outliers for parser HIT-SCIR (Harbin) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                  |  Position  |
|-------------------------------------------------------------------------------------------------------------------------|------------|
| ('ru_syntagrus', 'kmr_mg', 'cu_proiel', 'sr_set', 'fr_gsd', 'ga_idt', 'grc_proiel', 'br_keb', 'th_pud', 'it_isdt')      |     6      |
| ('sr_set', 'hi_hdtb', 'sv_pud', 'br_keb', 'en_ewt', 'kk_ktb', 'kmr_mg', 'ro_rrt', 'sme_giella', 'gl_ctg')               |     6      |
| ('pt_bosque', 'ar_padt', 'ko_kaist', 'sme_giella', 'es_ancora', 'ga_idt', 'br_keb', 'kmr_mg', 'da_ddt', 'cs_pud')       |     6      |
| ('no_bokmaal', 'ca_ancora', 'th_pud', 'hy_armtdp', 'it_isdt', 'gl_treegal', 'bg_btb', 'id_gsd', 'br_keb', 'cs_fictree') |     6      |
| ('id_gsd', 'en_ewt', 'br_keb', 'kmr_mg', 'ga_idt', 'fr_gsd', 'ur_udtb', 'cs_cac', 'pl_lfg', 'ar_padt')                  |     6      |
| ('en_ewt', 'el_gdt', 'kk_ktb', 'it_isdt', 'fa_seraji', 'br_keb', 'pt_bosque', 'eu_bdt', 'th_pud', 'hy_armtdp')          |     6      |
| ('br_keb', 'cs_pud', 'fi_ftb', 'ga_idt', 'hr_set', 'it_isdt', 'ru_taiga', 'en_gum', 'pl_sz', 'sr_set')                  |     6      |
| ('fr_sequoia', 'hi_hdtb', 'ca_ancora', 'kk_ktb', 'de_gsd', 'br_keb', 'th_pud', 'kmr_mg', 'cu_proiel', 'ga_idt')         |     6      |
| ('no_nynorsk', 'es_ancora', 'th_pud', 'sr_set', 'cu_proiel', 'en_pud', 'pl_lfg', 'kmr_mg', 'ro_rrt', 'br_keb')          |     6      |
| ('cs_cac', 'es_ancora', 'ga_idt', 'br_keb', 'fro_srcmf', 'cu_proiel', 'cs_fictree', 'gl_treegal', 'sr_set', 'id_gsd')   |     6      |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

| Subset                                                                                                             |  Position  |
|--------------------------------------------------------------------------------------------------------------------|------------|
| ('kk_ktb', 'en_gum', 'ur_udtb', 'hy_armtdp', 'bxr_bdt', 'en_pud', 'kmr_mg', 'cs_fictree', 'sv_pud', 'ar_padt')     |     10     |
| ('cs_cac', 'sv_pud', 'th_pud', 'bxr_bdt', 'kmr_mg', 'cs_pud', 'hsb_ufal', 'de_gsd', 'cs_fictree', 'br_keb')        |     10     |
| ('cs_pud', 'bxr_bdt', 'ro_rrt', 'pcm_nsc', 'kmr_mg', 'sv_pud', 'br_keb', 'cs_cac', 'no_bokmaal', 'pl_lfg')         |     10     |
| ('fo_oft', 'br_keb', 'ru_syntagrus', 'kmr_mg', 'gl_treegal', 'sv_pud', 'pt_bosque', 'pl_lfg', 'cs_cac', 'bxr_bdt') |     10     |
| ('hi_hdtb', 'hy_armtdp', 'bxr_bdt', 'sv_pud', 'ro_rrt', 'ur_udtb', 'fro_srcmf', 'th_pud', 'kmr_mg', 'kk_ktb')      |     10     |
| ('cs_pdt', 'ko_gsd', 'cs_pud', 'kmr_mg', 'sv_pud', 'th_pud', 'kk_ktb', 'ga_idt', 'hy_armtdp', 'bxr_bdt')           |     9      |
| ('cs_pdt', 'ru_taiga', 'en_gum', 'cs_cac', 'es_ancora', 'fi_ftb', 'sv_pud', 'hy_armtdp', 'kk_ktb', 'kmr_mg')       |     9      |
| ('ko_gsd', 'cs_cac', 'sr_set', 'fi_pud', 'sv_pud', 'kmr_mg', 'en_pud', 'fr_sequoia', 'bxr_bdt', 'de_gsd')          |     9      |
| ('cs_cac', 'th_pud', 'pl_lfg', 'kk_ktb', 'de_gsd', 'gl_treegal', 'en_pud', 'bxr_bdt', 'sv_pud', 'hi_hdtb')         |     9      |
| ('pl_sz', 'hy_armtdp', 'kmr_mg', 'en_ewt', 'sv_pud', 'th_pud', 'cs_fictree', 'no_bokmaal', 'gl_ctg', 'en_pud')     |     9      |

INFO: Showing outliers for Bilexical dependency score (BLEX)

| Subset                                                                                                                  |  Position  |
|-------------------------------------------------------------------------------------------------------------------------|------------|
| ('pl_sz', 'kk_ktb', 'et_edt', 'ro_rrt', 'br_keb', 'sl_ssj', 'hy_armtdp', 'fi_ftb', 'la_ittb', 'hr_set')                 |     6      |
| ('pt_bosque', 'en_ewt', 'fi_pud', 'bg_btb', 'fr_sequoia', 'sk_snk', 'br_keb', 'pl_lfg', 'ro_rrt', 'ur_udtb')            |     6      |
| ('cs_pdt', 'br_keb', 'cs_fictree', 'fi_pud', 'pl_sz', 'fi_tdt', 'it_isdt', 'ko_kaist', 'et_edt', 'sr_set')              |     6      |
| ('br_keb', 'gl_ctg', 'id_gsd', 'et_edt', 'got_proiel', 'fo_oft', 'el_gdt', 'es_ancora', 'ro_rrt', 'ru_taiga')           |     6      |
| ('hi_hdtb', 'fi_ftb', 'pl_lfg', 'la_ittb', 'br_keb', 'da_ddt', 'ca_ancora', 'no_bokmaal', 'got_proiel', 'bg_btb')       |     6      |
| ('pt_bosque', 'hy_armtdp', 'ro_rrt', 'gl_ctg', 'lv_lvtb', 'br_keb', 'fa_seraji', 'cs_fictree', 'sk_snk', 'it_isdt')     |     6      |
| ('ro_rrt', 'pl_sz', 'grc_proiel', 'pl_lfg', 'br_keb', 'got_proiel', 'hi_hdtb', 'es_ancora', 'hy_armtdp', 'ur_udtb')     |     6      |
| ('no_nynorsk', 'ru_syntagrus', 'pl_lfg', 'ko_gsd', 'es_ancora', 'fi_ftb', 'cu_proiel', 'ca_ancora', 'et_edt', 'br_keb') |     6      |
| ('hi_hdtb', 'es_ancora', 'br_keb', 'sr_set', 'ca_ancora', 'sk_snk', 'bxr_bdt', 'et_edt', 'ru_syntagrus', 'id_gsd')      |     6      |
| ('id_gsd', 'br_keb', 'gl_ctg', 'la_ittb', 'cu_proiel', 'fi_pud', 'bxr_bdt', 'ja_modern', 'eu_bdt', 'en_gum')            |     6      |

INFO: Showing outliers for UAS

| Subset                                                                                                                        |  Position  |
|-------------------------------------------------------------------------------------------------------------------------------|------------|
| ('it_isdt', 'en_ewt', 'ug_udt', 'fro_srcmf', 'br_keb', 'hi_hdtb', 'grc_proiel', 'sr_set', 'he_htb', 'pt_bosque')              |     8      |
| ('cs_pdt', 'br_keb', 'pl_lfg', 'he_htb', 'de_gsd', 'gl_ctg', 'el_gdt', 'ko_gsd', 'cs_pud', 'no_nynorsk')                      |     8      |
