INFO: Obtaining the 10 worst outliers for parser Uppsala (Uppsala) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                        |  Position  |
|-------------------------------------------------------------------------------------------------------------------------------|------------|
| ('de_gsd', 'af_afribooms', 'pt_bosque', 'got_proiel', 'it_isdt', 'ur_udtb', 'hsb_ufal', 'et_edt', 'en_gum', 'it_postwita')    |     13     |
| ('la_ittb', 'bg_btb', 'hsb_ufal', 'cs_pdt', 'en_lines', 'grc_perseus', 'pl_lfg', 'ur_udtb', 'ca_ancora', 'no_nynorsklia')     |     13     |
| ('ru_syntagrus', 'ug_udt', 'la_ittb', 'ur_udtb', 'en_lines', 'en_ewt', 'hsb_ufal', 'la_proiel', 'nl_alpino', 'grc_perseus')   |     13     |
| ('hsb_ufal', 'ko_kaist', 'eu_bdt', 'ca_ancora', 'vi_vtb', 'af_afribooms', 'ug_udt', 'cs_pud', 'fr_gsd', 'hi_hdtb')            |     13     |
| ('sv_talbanken', 'fro_srcmf', 'la_proiel', 'et_edt', 'en_gum', 'tr_imst', 'de_gsd', 'af_afribooms', 'hsb_ufal', 'got_proiel') |     13     |
| ('sr_set', 'la_proiel', 'et_edt', 'en_pud', 'cs_cac', 'af_afribooms', 'grc_proiel', 'sv_pud', 'hsb_ufal', 'grc_perseus')      |     13     |
| ('ga_idt', 'grc_proiel', 'eu_bdt', 'grc_perseus', 'ko_kaist', 'hsb_ufal', 'ur_udtb', 'et_edt', 'no_bokmaal', 'af_afribooms')  |     13     |
| ('hsb_ufal', 'cu_proiel', 'ko_kaist', 'bg_btb', 'sv_pud', 'no_nynorsk', 'lv_lvtb', 'hi_hdtb', 'eu_bdt', 'af_afribooms')       |     13     |
| ('ko_kaist', 'ru_syntagrus', 'no_nynorsklia', 'en_ewt', 'fro_srcmf', 'ca_ancora', 'eu_bdt', 'gl_ctg', 'hi_hdtb', 'hsb_ufal')  |     13     |
