INFO: Obtaining the 10 worst outliers for parser IBM NY (Yorktown Heights) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                         |  Position  |
|--------------------------------------------------------------------------------------------------------------------------------|------------|
| ('en_lines', 'gl_treegal', 'hy_armtdp', 'br_keb', 'ja_modern', 'nl_lassysmall', 'ga_idt', 'cs_cac', 'la_perseus', 'cu_proiel') |     20     |
| ('it_isdt', 'cs_pdt', 'hy_armtdp', 'br_keb', 'fr_spoken', 'fa_seraji', 'ja_modern', 'th_pud', 'ga_idt', 'gl_treegal')          |     20     |
| ('en_pud', 'sv_lines', 'ja_gsd', 'gl_treegal', 'hy_armtdp', 'la_perseus', 'af_afribooms', 'en_gum', 'ga_idt', 'hu_szeged')     |     20     |
| ('lv_lvtb', 'hy_armtdp', 'nl_lassysmall', 'gl_treegal', 'ja_gsd', 'ja_modern', 'hi_hdtb', 'it_isdt', 'pcm_nsc', 'la_perseus')  |     19     |
| ('it_isdt', 'pcm_nsc', 'zh_gsd', 'fr_spoken', 'gl_ctg', 'en_ewt', 'th_pud', 'hy_armtdp', 'gl_treegal', 'br_keb')               |     19     |
| ('la_perseus', 'th_pud', 'fr_spoken', 'gl_treegal', 'ga_idt', 'pl_sz', 'fi_pud', 'hy_armtdp', 'no_nynorsk', 'pt_bosque')       |     19     |
| ('sme_giella', 'la_perseus', 'en_lines', 'pcm_nsc', 'en_gum', 'hu_szeged', 'fi_tdt', 'got_proiel', 'hy_armtdp', 'ja_modern')   |     19     |
| ('ga_idt', 'en_pud', 'la_perseus', 'hy_armtdp', 'got_proiel', 'pcm_nsc', 'gl_treegal', 'zh_gsd', 'el_gdt', 'vi_vtb')           |     19     |
| ('pl_sz', 'la_perseus', 'sk_snk', 'ga_idt', 'got_proiel', 'it_isdt', 'bg_btb', 'br_keb', 'gl_treegal', 'pt_bosque')            |     19     |
| ('la_perseus', 'th_pud', 'hy_armtdp', 'pcm_nsc', 'ur_udtb', 'hr_set', 'sme_giella', 'nl_lassysmall', 'en_ewt', 'gl_treegal')   |     19     |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

| Subset                                                                                                                |  Position  |
|-----------------------------------------------------------------------------------------------------------------------|------------|
| ('fro_srcmf', 'hu_szeged', 'id_gsd', 'uk_iu', 'gl_ctg', 'af_afribooms', 'no_nynorsk', 'cs_cac', 'vi_vtb', 'bg_btb')   |     25     |
| ('ug_udt', 'da_ddt', 'ko_gsd', 'ar_padt', 'bg_btb', 'en_lines', 'nl_alpino', 'no_bokmaal', 'es_ancora', 'gl_ctg')     |     25     |
| ('kk_ktb', 'cs_fictree', 'ur_udtb', 'lv_lvtb', 'nl_alpino', 'bg_btb', 'el_gdt', 'eu_bdt', 'zh_gsd', 'hy_armtdp')      |     25     |
| ('it_isdt', 'en_ewt', 'id_gsd', 'uk_iu', 'pt_bosque', 'ug_udt', 'hu_szeged', 'sl_sst', 'bg_btb', 'tr_imst')           |     25     |
| ('ro_rrt', 'ko_gsd', 'ug_udt', 'ko_kaist', 'de_gsd', 'vi_vtb', 'la_ittb', 'it_isdt', 'es_ancora', 'hr_set')           |     25     |
| ('bxr_bdt', 'sl_sst', 'da_ddt', 'ur_udtb', 'sv_lines', 'pl_lfg', 'it_isdt', 'fr_sequoia', 'hu_szeged', 'zh_gsd')      |     25     |
