INFO: Obtaining the 10 worst outliers for parser AntNLP (Shanghai) in subsets of size 10 for a sampling size of 1000000
INFO: Showing outliers for Labeled Attachment Score (LAS)

| Subset                                                                                                                    |  Position  |
|---------------------------------------------------------------------------------------------------------------------------|------------|
| ('he_htb', 'tr_imst', 'kk_ktb', 'th_pud', 'ja_gsd', 'hy_armtdp', 'fo_oft', 'sme_giella', 'ja_modern', 'gl_ctg')           |     18     |
| ('kk_ktb', 'fo_oft', 'ja_gsd', 'fi_tdt', 'ca_ancora', 'th_pud', 'no_nynorsk', 'ja_modern', 'bg_btb', 'br_keb')            |     18     |
| ('bg_btb', 'it_isdt', 'fro_srcmf', 'ga_idt', 'ja_modern', 'got_proiel', 'fo_oft', 'th_pud', 'sr_set', 'ca_ancora')        |     18     |
| ('th_pud', 'fo_oft', 'br_keb', 'en_pud', 'el_gdt', 'id_gsd', 'ja_modern', 'fro_srcmf', 'kmr_mg', 'it_isdt')               |     17     |
| ('ja_gsd', 'fr_sequoia', 'ja_modern', 'fa_seraji', 'nl_lassysmall', 'hr_set', 'ga_idt', 'kk_ktb', 'fo_oft', 'en_lines')   |     17     |
| ('pl_sz', 'hr_set', 'hi_hdtb', 'fr_sequoia', 'ja_gsd', 'fo_oft', 'kk_ktb', 'de_gsd', 'ja_modern', 'fa_seraji')            |     17     |
| ('th_pud', 'cu_proiel', 'sme_giella', 'fo_oft', 'no_nynorsk', 'got_proiel', 'uk_iu', 'ja_modern', 'la_proiel', 'tr_imst') |     17     |
| ('vi_vtb', 'ja_modern', 'fr_sequoia', 'kmr_mg', 'pl_lfg', 'th_pud', 'fr_spoken', 'ga_idt', 'id_gsd', 'fo_oft')            |     17     |
| ('sk_snk', 'fo_oft', 'ar_padt', 'ja_modern', 'fa_seraji', 'cu_proiel', 'br_keb', 'hy_armtdp', 'got_proiel', 'ga_idt')     |     17     |
| ('ur_udtb', 'fi_tdt', 'th_pud', 'pl_lfg', 'ja_modern', 'fo_oft', 'hr_set', 'ja_gsd', 'kk_ktb', 'eu_bdt')                  |     17     |

INFO: Showing outliers for Morphology-Aware Labeled Attachment Score (MLAS)

| Subset                                                                                                                     |  Position  |
|----------------------------------------------------------------------------------------------------------------------------|------------|
| ('he_htb', 'tr_imst', 'kk_ktb', 'th_pud', 'ja_gsd', 'hy_armtdp', 'fo_oft', 'sme_giella', 'ja_modern', 'gl_ctg')            |     18     |
| ('en_ewt', 'sme_giella', 'he_htb', 'es_ancora', 'pl_sz', 'hy_armtdp', 'kk_ktb', 'ja_modern', 'hr_set', 'br_keb')           |     17     |
| ('ga_idt', 'kk_ktb', 'et_edt', 'hy_armtdp', 'got_proiel', 'ja_modern', 'hi_hdtb', 'br_keb', 'pcm_nsc', 'ja_gsd')           |     17     |
| ('fr_sequoia', 'zh_gsd', 'ja_modern', 'de_gsd', 'fro_srcmf', 'id_gsd', 'sr_set', 'sme_giella', 'th_pud', 'hi_hdtb')        |     16     |
| ('br_keb', 'sme_giella', 'got_proiel', 'ja_modern', 'pt_bosque', 'ca_ancora', 'ar_padt', 'th_pud', 'kk_ktb', 'ur_udtb')    |     16     |
| ('zh_gsd', 'ja_modern', 'th_pud', 'sv_talbanken', 'kk_ktb', 'got_proiel', 'en_pud', 'ga_idt', 'sme_giella', 'uk_iu')       |     16     |
| ('id_gsd', 'ja_modern', 'lv_lvtb', 'fr_sequoia', 'sme_giella', 'he_htb', 'sl_ssj', 'pl_sz', 'got_proiel', 'kk_ktb')        |     16     |
| ('pl_sz', 'sme_giella', 'fr_sequoia', 'ga_idt', 'bg_btb', 'ja_modern', 'ru_syntagrus', 'br_keb', 'fo_oft', 'en_ewt')       |     16     |
| ('de_gsd', 'th_pud', 'bg_btb', 'pl_sz', 'es_ancora', 'kk_ktb', 'id_gsd', 'sme_giella', 'ko_kaist', 'ja_modern')            |     16     |
| ('bg_btb', 'fr_sequoia', 'sme_giella', 'ja_modern', 'kk_ktb', 'sv_talbanken', 'hsb_ufal', 'got_proiel', 'pl_sz', 'id_gsd') |     16     |

INFO: Showing outliers for Bilexical dependency score (BLEX)

| Subset                                                                                                              |  Position  |
|---------------------------------------------------------------------------------------------------------------------|------------|
